processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX397744,CARD004664,C003229,2024-12-01 00:00:34,PURCHASE,SmartBuy,1382.365,JOD,Electronics,APPROVED
PTX1154482,CARD013440,C009245,2024-12-01 00:04:10,PURCHASE,Pharmacy One,317.632,JOD,Healthcare,APPROVED
PTX1248630,CARD014542,C009992,2024-12-01 01:05:24,PURCHASE,University Bookshop,80.334,JOD,Education,APPROVED
PTX994406,CARD011601,C007963,2024-12-01 01:08:34,PURCHASE,YouTube Premium,137.723,JOD,Subscriptions,APPROVED
PTX648563,CARD007660,C005265,2024-12-01 01:47:55,PURCHASE,DNA,44.383,JOD,Retail,APPROVED
PTX406943,CARD004783,C003308,2024-12-01 01:51:17,PURCHASE,YouTube Premium,110.620,JOD,Subscriptions,APPROVED
PTX949656,CARD011111,C007626,2024-12-01 01:59:28,PURCHASE,OpenAI,2079.803,JOD,Online Services,APPROVED
PTX479231,CARD005642,C003893,2024-12-01 02:01:45,PURCHASE,JoPetrol,447.990,JOD,Fuel,APPROVED
PTX503776,CARD005936,C004088,2024-12-01 03:13:11,PURCHASE,DNA,321.761,USD,Retail,APPROVED
PTX100951,CARD001294,C000903,2024-12-01 03:36:07,PURCHASE,YouTube Premium,28.478,JOD,Subscriptions,APPROVED
PTX895053,CARD010502,C007195,2024-12-01 03:50:22,PURCHASE,Spotify,262.326,JOD,Subscriptions,APPROVED
PTX715727,CARD008481,C005812,2024-12-01 04:00:34,PURCHASE,Manaseer,947.859,JOD,Fuel,APPROVED
PTX1194269,CARD013866,C009531,2024-12-01 04:11:42,PURCHASE,YouTube Premium,180.393,JOD,Subscriptions,APPROVED
PTX1081010,CARD012673,C008727,2024-12-01 04:21:04,PURCHASE,Manaseer,2060.593,JOD,Fuel,APPROVED
PTX636945,CARD007512,C005169,2024-12-01 04:54:16,PURCHASE,PlayStation Network,7840.346,USD,Entertainment,APPROVED
PTX311228,CARD003626,C002523,2024-12-01 05:26:01,PURCHASE,Royal Jordanian,7229.785,USD,Travel,APPROVED
PTX367245,CARD004263,C002961,2024-12-01 05:33:28,PURCHASE,Prime Cinemas,3108.955,JOD,Entertainment,APPROVED
PTX853803,CARD010043,C006876,2024-12-01 06:19:47,PURCHASE,Safeway,863.590,JOD,Groceries,APPROVED
PTX715728,CARD008481,C005812,2024-12-01 06:34:36,PURCHASE,Prime Cinemas,319.135,JOD,Entertainment,APPROVED
PTX488245,CARD005724,C003944,2024-12-01 07:07:15,PURCHASE,Cozmo,183.847,JOD,Groceries,APPROVED
PTX1234189,CARD014362,C009869,2024-12-01 08:05:01,PURCHASE,Amman Rotana,199.513,JOD,Hotels,APPROVED
PTX034013,CARD000454,C000316,2024-12-01 10:08:43,PURCHASE,H&M,86.929,JOD,Clothing,APPROVED
PTX658129,CARD007783,C005350,2024-12-01 10:46:30,PURCHASE,Wizz Air,125.433,JOD,Travel,APPROVED
PTX657166,CARD007768,C005341,2024-12-01 10:55:09,PURCHASE,Amazon Web Services,734.596,JOD,Online Services,APPROVED
PTX1161683,CARD013498,C009285,2024-12-01 10:59:43,PURCHASE,Hypermax,160.821,JOD,Groceries,APPROVED
PTX636951,CARD007512,C005169,2024-12-01 12:14:05,PURCHASE,Amman Rotana,5848.847,USD,Hotels,APPROVED
PTX557187,CARD006588,C004548,2024-12-01 13:02:49,PURCHASE,Spotify,81.550,JOD,Subscriptions,APPROVED
PTX233438,CARD002816,C001958,2024-12-01 13:05:41,PURCHASE,TotalEnergies,855.416,JOD,Fuel,APPROVED
PTX231839,CARD002804,C001950,2024-12-01 13:16:57,PURCHASE,City Mall Store,282.815,JOD,Retail,APPROVED
PTX1155045,CARD013447,C009249,2024-12-01 13:50:59,PURCHASE,Almonds Coffee House,1502.169,JOD,Restaurants,APPROVED
PTX1155046,CARD013447,C009249,2024-12-01 14:24:08,PURCHASE,Le Royal,1904.695,JOD,Hotels,APPROVED
PTX580383,CARD006876,C004739,2024-12-01 15:06:16,PURCHASE,YouTube Premium,2117.234,JOD,Subscriptions,APPROVED
PTX080077,CARD001003,C000698,2024-12-01 15:50:52,PURCHASE,YouTube Premium,3.242,JOD,Subscriptions,APPROVED
PTX367239,CARD004263,C002961,2024-12-01 15:56:43,PURCHASE,Cozmo,2411.464,JOD,Groceries,APPROVED
PTX1237385,CARD014401,C009895,2024-12-01 16:03:51,PURCHASE,Cozmo,1499.621,USD,Groceries,APPROVED
PTX113266,CARD001463,C001021,2024-12-01 16:54:24,PURCHASE,Amazon Web Services,1133.442,JOD,Online Services,APPROVED
PTX783260,CARD009209,C006312,2024-12-01 16:59:04,PURCHASE,DNA,4405.531,EUR,Retail,APPROVED
PTX1063946,CARD012467,C008586,2024-12-01 17:03:43,PURCHASE,Spotify,130.825,JOD,Subscriptions,APPROVED
PTX1155039,CARD013447,C009249,2024-12-01 17:10:07,PURCHASE,Royal Jordanian,3982.102,JOD,Travel,APPROVED
PTX329314,CARD003815,C002650,2024-12-01 17:48:40,PURCHASE,SmartBuy,66.871,JOD,Retail,APPROVED
PTX043191,CARD000567,C000394,2024-12-01 18:25:42,PURCHASE,Pharmacy One,3888.221,JOD,Healthcare,APPROVED
PTX662130,CARD007822,C005370,2024-12-01 19:26:26,PURCHASE,Leaders Center,609.409,JOD,Electronics,APPROVED
