processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX367143,CARD004263,C002961,2024-01-01 00:04:41,PURCHASE,DNA,256.992,JOD,Retail,APPROVED
PTX783154,CARD009209,C006312,2024-01-01 00:45:05,PURCHASE,Biolab,1230.311,EUR,Healthcare,APPROVED
PTX636854,CARD007512,C005169,2024-01-01 02:33:27,PURCHASE,Shawerma Reem,3096.517,USD,Restaurants,APPROVED
PTX783160,CARD009209,C006312,2024-01-01 06:45:34,PURCHASE,American Eagle,1420.499,EUR,Clothing,APPROVED
PTX1084128,CARD012710,C008752,2024-01-01 07:24:13,PURCHASE,JoPetrol,971.149,JOD,Fuel,APPROVED
PTX766201,CARD009030,C006193,2024-01-01 07:44:46,PURCHASE,Marriott,418.242,JOD,Hotels,APPROVED
PTX1084129,CARD012710,C008752,2024-01-01 11:32:19,PURCHASE,H&M,419.508,JOD,Clothing,APPROVED
PTX377097,CARD004391,C003051,2024-01-01 11:48:02,PURCHASE,Udemy,5798.029,JOD,Education,APPROVED
PTX1028132,CARD012019,C008268,2024-01-01 13:42:15,PURCHASE,Biolab,975.406,JOD,Healthcare,APPROVED
PTX443495,CARD005230,C003622,2024-01-01 15:50:47,PURCHASE,Manaseer,299.738,USD,Fuel,APPROVED
PTX282403,CARD003340,C002320,2024-01-01 16:19:22,PURCHASE,Orange,52.589,USD,Telecom,APPROVED
PTX786923,CARD009246,C006334,2024-01-01 17:32:57,PURCHASE,Zain,891.988,USD,Telecom,APPROVED
PTX754253,CARD008865,C006083,2024-01-01 19:00:32,PURCHASE,Cozmo,275.060,JOD,Groceries,APPROVED
PTX1184160,CARD013752,C009451,2024-01-01 20:49:24,PURCHASE,Marriott,1269.582,JOD,Hotels,APPROVED
PTX1019838,CARD011909,C008189,2024-01-01 23:40:57,PURCHASE,SmartBuy,177.385,JOD,Retail,APPROVED
PTX443494,CARD005230,C003622,2024-01-02 05:14:41,PURCHASE,Buffalo Wings,162.661,USD,Restaurants,APPROVED
PTX717516,CARD008497,C005823,2024-01-02 05:43:11,PURCHASE,Amman Rotana,14.090,JOD,Hotels,APPROVED
PTX1148114,CARD013366,C009194,2024-01-02 12:42:57,PURCHASE,American Eagle,2818.969,USD,Clothing,APPROVED
PTX532253,CARD006299,C004344,2024-01-02 15:30:25,PURCHASE,Amman Rotana,888.802,JOD,Hotels,APPROVED
PTX631586,CARD007450,C005124,2024-01-02 21:41:21,PURCHASE,Cozmo,246.961,JOD,Groceries,APPROVED
PTX136149,CARD001738,C001206,2024-01-02 21:46:35,PURCHASE,Safeway,833.531,EUR,Groceries,APPROVED
PTX1154921,CARD013447,C009249,2024-01-02 22:35:08,PURCHASE,iSystem,3446.387,JOD,Electronics,APPROVED
PTX557094,CARD006588,C004548,2024-01-02 22:46:12,PURCHASE,Coursera,13.615,JOD,Education,APPROVED
PTX1154928,CARD013447,C009249,2024-01-03 00:07:40,PURCHASE,TotalEnergies,245.099,JOD,Fuel,APPROVED
PTX717520,CARD008497,C005823,2024-01-03 00:43:11,PURCHASE,SmartBuy,28.366,JOD,Retail,APPROVED
PTX190735,CARD002363,C001636,2024-01-03 03:07:04,PURCHASE,Zara,125.194,JOD,Clothing,APPROVED
PTX443498,CARD005230,C003622,2024-01-03 04:23:38,PURCHASE,Zain,70.523,USD,Telecom,APPROVED
PTX1248535,CARD014542,C009992,2024-01-03 06:20:32,PURCHASE,SmartBuy,515.876,JOD,Electronics,APPROVED
PTX567146,CARD006726,C004641,2024-01-03 06:27:45,PURCHASE,Spotify,752.605,USD,Subscriptions,APPROVED
PTX367144,CARD004263,C002961,2024-01-03 07:39:10,PURCHASE,Coursera,677.936,JOD,Education,APPROVED
PTX166151,CARD002097,C001456,2024-01-03 10:20:35,PURCHASE,Shawerma Reem,1399.902,EUR,Restaurants,APPROVED
PTX1184163,CARD013752,C009451,2024-01-03 11:23:14,PURCHASE,Zain,3028.766,JOD,Telecom,APPROVED
PTX1248525,CARD014542,C009992,2024-01-03 11:28:50,PURCHASE,SmartBuy,476.121,JOD,Electronics,APPROVED
PTX395981,CARD004637,C003213,2024-01-03 12:52:32,PURCHASE,Royal Jordanian,357.077,JOD,Travel,APPROVED
PTX725518,CARD008582,C005882,2024-01-03 13:17:51,PURCHASE,Cozmo,1437.985,JOD,Groceries,APPROVED
PTX190737,CARD002363,C001636,2024-01-03 13:33:03,PURCHASE,Almonds Coffee House,72.091,JOD,Restaurants,APPROVED
