processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX687242,CARD008094,C005543,2026-04-01 00:03:39,PURCHASE,American Eagle,1970.463,USD,Clothing,APPROVED
PTX1001025,CARD011677,C008013,2026-04-01 00:04:47,PURCHASE,University Bookshop,94.604,JOD,Education,APPROVED
PTX454239,CARD005368,C003709,2026-04-01 00:06:20,PURCHASE,Hypermax,320.391,JOD,Groceries,APPROVED
PTX696503,CARD008258,C005656,2026-04-01 00:10:50,PURCHASE,Wizz Air,1148.305,JOD,Travel,APPROVED
PTX1035011,CARD012125,C008342,2026-04-01 00:24:06,PURCHASE,Buffalo Wings,181.710,JOD,Restaurants,APPROVED
PTX903211,CARD010595,C007264,2026-04-01 00:28:01,PURCHASE,Leaders Center,126.984,JOD,Electronics,APPROVED
PTX695023,CARD008227,C005633,2026-04-01 00:36:33,PURCHASE,University Bookshop,7721.401,USD,Education,APPROVED
PTX580500,CARD006876,C004739,2026-04-01 01:01:02,PURCHASE,DNA,25.527,JOD,Retail,APPROVED
PTX1231564,CARD014328,C009847,2026-04-01 01:18:27,PURCHASE,Biolab,1561.047,JOD,Healthcare,APPROVED
PTX641018,CARD007573,C005205,2026-04-01 01:33:19,PURCHASE,Prime Cinemas,4210.765,JOD,Entertainment,APPROVED
PTX506662,CARD005982,C004120,2026-04-01 01:59:25,PURCHASE,Netflix,2363.592,JOD,Entertainment,APPROVED
PTX225258,CARD002708,C001877,2026-04-01 02:03:00,PURCHASE,Biolab,150.053,USD,Healthcare,APPROVED
PTX365976,CARD004244,C002949,2026-04-01 02:05:10,PURCHASE,SmartBuy,5868.668,JOD,Electronics,APPROVED
PTX808675,CARD009503,C006508,2026-04-01 02:08:11,PURCHASE,Booking.com,23.368,JOD,Travel,APPROVED
PTX528681,CARD006259,C004320,2026-04-01 02:31:55,PURCHASE,Zain,246.734,JOD,Telecom,APPROVED
PTX637966,CARD007524,C005176,2026-04-01 02:35:33,PURCHASE,Marriott,226.803,JOD,Hotels,APPROVED
PTX450289,CARD005313,C003671,2026-04-01 02:53:19,PURCHASE,iSystem,454.537,JOD,Electronics,APPROVED
PTX811682,CARD009526,C006524,2026-04-01 03:00:18,PURCHASE,Orange,552.710,JOD,Telecom,APPROVED
PTX819826,CARD009641,C006604,2026-04-01 03:03:48,PURCHASE,Umniah,2886.346,JOD,Telecom,APPROVED
PTX636743,CARD007509,C005168,2026-04-01 03:04:06,PURCHASE,City Mall Store,196.286,EUR,Retail,APPROVED
PTX775337,CARD009122,C006255,2026-04-01 03:05:30,PURCHASE,Netflix,726.145,JOD,Entertainment,APPROVED
PTX829736,CARD009763,C006680,2026-04-01 03:06:26,PURCHASE,MedLabs,2091.186,JOD,Healthcare,APPROVED
PTX233320,CARD002815,C001957,2026-04-01 03:08:50,PURCHASE,Almonds Coffee House,7.272,JOD,Restaurants,APPROVED
PTX1127616,CARD013144,C009047,2026-04-01 03:16:07,PURCHASE,Biolab,148.838,JOD,Healthcare,APPROVED
PTX484238,CARD005685,C003921,2026-04-01 03:30:40,PURCHASE,Udemy,4118.736,JOD,Education,APPROVED
PTX076562,CARD000964,C000673,2026-04-01 03:40:27,PURCHASE,Zara,2432.126,JOD,Clothing,APPROVED
PTX1166209,CARD013553,C009320,2026-04-01 03:40:42,PURCHASE,Coursera,92.263,JOD,Education,APPROVED
PTX531834,CARD006295,C004342,2026-04-01 03:45:41,PURCHASE,Hypermax,109.942,JOD,Groceries,APPROVED
PTX262695,CARD003131,C002185,2026-04-01 04:02:13,PURCHASE,Coursera,802.359,JOD,Education,APPROVED
PTX322678,CARD003766,C002614,2026-04-01 04:02:40,PURCHASE,Marriott,17.671,JOD,Hotels,APPROVED
PTX776702,CARD009157,C006278,2026-04-01 04:05:35,PURCHASE,Biolab,841.558,EUR,Healthcare,APPROVED
PTX959012,CARD011220,C007700,2026-04-01 04:09:48,PURCHASE,Marriott,169.117,JOD,Hotels,APPROVED
PTX664117,CARD007843,C005383,2026-04-01 04:12:13,PURCHASE,University Bookshop,176.350,JOD,Education,APPROVED
PTX120336,CARD001576,C001103,2026-04-01 04:51:01,PURCHASE,iSystem,55.386,JOD,Electronics,APPROVED
PTX1005343,CARD011736,C008061,2026-04-01 04:54:12,PURCHASE,Prime Cinemas,1070.078,EUR,Entertainment,APPROVED
PTX1232353,CARD014342,C009855,2026-04-01 04:58:02,PURCHASE,Leaders Center,3719.420,JOD,Electronics,APPROVED
PTX1073929,CARD012594,C008674,2026-04-01 05:01:26,PURCHASE,DNA,23.701,JOD,Retail,APPROVED
PTX976525,CARD011433,C007846,2026-04-01 05:04:44,PURCHASE,SmartBuy,80.424,JOD,Retail,APPROVED
PTX147110,CARD001897,C001327,2026-04-01 05:06:44,PURCHASE,Manaseer,769.218,JOD,Fuel,APPROVED
PTX569852,CARD006764,C004662,2026-04-01 05:16:39,PURCHASE,OpenAI,102.090,JOD,Online Services,APPROVED
PTX973825,CARD011392,C007814,2026-04-01 05:27:18,PURCHASE,TotalEnergies,301.958,JOD,Fuel,APPROVED
PTX626822,CARD007365,C005068,2026-04-01 05:49:54,PURCHASE,Coursera,206.901,JOD,Education,APPROVED
PTX1223388,CARD014221,C009782,2026-04-01 06:08:50,PURCHASE,Hypermax,170.712,JOD,Groceries,APPROVED
PTX765260,CARD009011,C006182,2026-04-01 06:12:05,PURCHASE,SmartBuy,357.556,JOD,Electronics,APPROVED
PTX254616,CARD003072,C002141,2026-04-01 06:30:03,PURCHASE,American Eagle,140.306,JOD,Clothing,APPROVED
PTX1001020,CARD011677,C008013,2026-04-01 06:32:19,PURCHASE,Microsoft 365,198.284,JOD,Subscriptions,APPROVED
PTX1201599,CARD013956,C009592,2026-04-01 06:33:11,PURCHASE,Biolab,330.354,JOD,Healthcare,APPROVED
PTX481833,CARD005667,C003907,2026-04-01 06:38:25,PURCHASE,Zain,26.552,JOD,Telecom,APPROVED
PTX813552,CARD009561,C006546,2026-04-01 06:39:49,PURCHASE,Orange,1993.345,JOD,Telecom,APPROVED
PTX365974,CARD004244,C002949,2026-04-01 06:43:38,PURCHASE,TotalEnergies,4008.109,JOD,Fuel,APPROVED
PTX1199265,CARD013913,C009565,2026-04-01 06:44:14,PURCHASE,Marriott,209.011,JOD,Hotels,APPROVED
PTX1050274,CARD012323,C008484,2026-04-01 06:54:04,PURCHASE,MedLabs,4251.526,JOD,Healthcare,APPROVED
PTX376076,CARD004372,C003040,2026-04-01 07:36:17,PURCHASE,City Mall Store,95.991,JOD,Retail,APPROVED
PTX562423,CARD006656,C004596,2026-04-01 07:40:15,PURCHASE,University Bookshop,267.843,JOD,Education,APPROVED
PTX1153944,CARD013430,C009238,2026-04-01 07:42:17,PURCHASE,Udemy,906.220,JOD,Education,APPROVED
PTX105793,CARD001357,C000947,2026-04-01 07:43:23,PURCHASE,Amman Rotana,760.630,USD,Hotels,APPROVED
PTX714718,CARD008472,C005807,2026-04-01 07:43:41,PURCHASE,JoPetrol,311.327,USD,Fuel,APPROVED
PTX1124080,CARD013095,C009012,2026-04-01 07:47:40,PURCHASE,Spotify,1109.686,USD,Subscriptions,APPROVED
PTX535071,CARD006332,C004365,2026-04-01 08:27:08,PURCHASE,Cozmo,68.998,JOD,Groceries,APPROVED
PTX636050,CARD007501,C005161,2026-04-01 08:47:16,PURCHASE,Marriott,192.440,JOD,Hotels,APPROVED
PTX430182,CARD005080,C003512,2026-04-01 08:51:00,PURCHASE,American Eagle,1658.041,USD,Clothing,APPROVED
