processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX957379,CARD011198,C007687,2025-06-01 00:02:49,PURCHASE,PlayStation Network,244.007,JOD,Entertainment,APPROVED
PTX165620,CARD002094,C001455,2025-06-01 00:19:42,PURCHASE,H&M,41.704,JOD,Clothing,APPROVED
PTX443645,CARD005230,C003622,2025-06-01 00:40:51,PURCHASE,Microsoft 365,130.267,USD,Subscriptions,APPROVED
PTX1033583,CARD012109,C008333,2025-06-01 00:51:53,PURCHASE,American Eagle,4575.666,JOD,Clothing,APPROVED
PTX631710,CARD007450,C005124,2025-06-01 01:00:04,PURCHASE,Leaders Center,320.264,JOD,Electronics,APPROVED
PTX1003665,CARD011713,C008043,2025-06-01 01:24:16,PURCHASE,Leaders Center,1007.425,USD,Electronics,APPROVED
PTX396144,CARD004637,C003213,2025-06-01 01:30:58,PURCHASE,Manaseer,199.427,JOD,Fuel,APPROVED
PTX093124,CARD001195,C000831,2025-06-01 01:32:02,PURCHASE,Coursera,885.762,JOD,Education,APPROVED
PTX459639,CARD005442,C003764,2025-06-01 01:48:50,PURCHASE,iSystem,253.923,JOD,Electronics,APPROVED
PTX1056393,CARD012398,C008539,2025-06-01 01:54:44,PURCHASE,H&M,671.321,JOD,Clothing,APPROVED
PTX1195659,CARD013871,C009534,2025-06-01 01:58:22,PURCHASE,Le Royal,1264.920,EUR,Hotels,APPROVED
PTX837553,CARD009855,C006746,2025-06-01 02:03:16,PURCHASE,Le Royal,147.873,JOD,Hotels,APPROVED
PTX196547,CARD002412,C001668,2025-06-01 02:04:46,PURCHASE,OpenAI,1201.031,USD,Online Services,APPROVED
PTX756912,CARD008893,C006100,2025-06-01 02:09:12,PURCHASE,Booking.com,124.410,JOD,Travel,APPROVED
PTX1004018,CARD011720,C008048,2025-06-01 02:17:14,PURCHASE,Wizz Air,498.564,JOD,Travel,APPROVED
PTX635967,CARD007501,C005161,2025-06-01 02:30:43,PURCHASE,TotalEnergies,668.098,JOD,Fuel,APPROVED
PTX080597,CARD001010,C000703,2025-06-01 02:39:10,PURCHASE,Buffalo Wings,2307.388,JOD,Restaurants,APPROVED
PTX1197772,CARD013887,C009545,2025-06-01 03:42:08,PURCHASE,MedLabs,352.818,USD,Healthcare,APPROVED
PTX948859,CARD011103,C007621,2025-06-01 03:50:14,PURCHASE,SmartBuy,330.821,EUR,Retail,APPROVED
PTX795202,CARD009345,C006399,2025-06-01 04:26:23,PURCHASE,MedLabs,15.373,JOD,Healthcare,APPROVED
PTX494885,CARD005810,C004005,2025-06-01 04:30:57,PURCHASE,Shawerma Reem,1515.301,USD,Restaurants,APPROVED
PTX1121012,CARD013073,C008998,2025-06-01 04:43:10,PURCHASE,Orange,40.565,JOD,Telecom,APPROVED
PTX1249211,CARD009345,C006399,2025-06-01 04:55:23,PURCHASE,MedLabs,2338.606,JOD,Healthcare,REVERSED
PTX740020,CARD008712,C005973,2025-06-01 05:05:05,PURCHASE,Cozmo,63.014,JOD,Groceries,APPROVED
PTX1109049,CARD012939,C008906,2025-06-01 05:20:32,PURCHASE,Marriott,2361.070,JOD,Hotels,APPROVED
PTX564083,CARD006687,C004616,2025-06-01 05:31:58,PURCHASE,University Bookshop,277.623,JOD,Education,APPROVED
PTX220463,CARD002662,C001846,2025-06-01 05:56:17,PURCHASE,YouTube Premium,742.520,JOD,Subscriptions,APPROVED
PTX1161737,CARD013498,C009285,2025-06-01 06:03:29,PURCHASE,Umniah,303.237,JOD,Telecom,APPROVED
PTX692564,CARD008183,C005609,2025-06-01 06:16:55,PURCHASE,Buffalo Wings,235.780,JOD,Restaurants,APPROVED
PTX412859,CARD004867,C003368,2025-06-01 07:06:13,PURCHASE,JoPetrol,422.497,USD,Fuel,APPROVED
PTX337286,CARD003911,C002715,2025-06-01 07:26:56,PURCHASE,Zain,887.276,USD,Telecom,APPROVED
PTX1237447,CARD014401,C009895,2025-06-01 07:59:25,PURCHASE,Google Services,5776.376,USD,Online Services,APPROVED
PTX873215,CARD010255,C007029,2025-06-01 07:59:39,PURCHASE,Amazon Web Services,128.182,USD,Online Services,APPROVED
