processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX605439,CARD007121,C004897,2026-06-01 00:25:17,PURCHASE,Cozmo,7189.546,JOD,Groceries,APPROVED
PTX234402,CARD002828,C001966,2026-06-01 00:28:25,PURCHASE,MedLabs,1309.379,JOD,Healthcare,APPROVED
PTX742782,CARD008756,C006007,2026-06-01 00:29:52,PURCHASE,City Mall Store,294.626,JOD,Retail,APPROVED
PTX391484,CARD004578,C003173,2026-06-01 00:31:36,PURCHASE,University Bookshop,2031.338,USD,Education,APPROVED
PTX1163332,CARD013522,C009301,2026-06-01 00:33:49,PURCHASE,Orange,176.253,JOD,Telecom,APPROVED
PTX189131,CARD002343,C001622,2026-06-01 00:45:11,PURCHASE,Zain,1659.829,USD,Telecom,APPROVED
PTX085547,CARD001086,C000759,2026-06-01 01:04:24,PURCHASE,Safeway,1823.192,JOD,Groceries,APPROVED
PTX396239,CARD004637,C003213,2026-06-01 01:09:50,PURCHASE,Amazon Web Services,530.312,JOD,Online Services,APPROVED
PTX821231,CARD009668,C006620,2026-06-01 01:25:49,PURCHASE,Google Services,10521.307,JOD,Online Services,APPROVED
PTX290023,CARD003435,C002393,2026-06-01 01:27:04,PURCHASE,TotalEnergies,194.846,JOD,Fuel,APPROVED
PTX636760,CARD007509,C005168,2026-06-01 01:30:47,PURCHASE,Wizz Air,241.218,EUR,Travel,APPROVED
PTX1051305,CARD012333,C008490,2026-06-01 01:39:04,PURCHASE,City Mall Store,815.031,JOD,Retail,APPROVED
PTX1118389,CARD013039,C008976,2026-06-01 01:45:12,PURCHASE,Amazon Web Services,51.208,JOD,Online Services,APPROVED
PTX005138,CARD000072,C000055,2026-06-01 01:56:20,PURCHASE,SmartBuy,1925.955,USD,Retail,APPROVED
PTX312016,CARD003637,C002529,2026-06-01 02:01:03,PURCHASE,Pharmacy One,710.196,USD,Healthcare,APPROVED
PTX540006,CARD006395,C004406,2026-06-01 02:09:44,PURCHASE,Buffalo Wings,188.774,JOD,Restaurants,APPROVED
PTX818126,CARD009622,C006591,2026-06-01 02:12:35,PURCHASE,YouTube Premium,23.960,JOD,Subscriptions,APPROVED
PTX367514,CARD004265,C002962,2026-06-01 02:14:24,PURCHASE,iSystem,1055.741,JOD,Electronics,APPROVED
PTX784289,CARD009219,C006320,2026-06-01 02:16:36,PURCHASE,YouTube Premium,705.626,JOD,Subscriptions,APPROVED
PTX994562,CARD011601,C007963,2026-06-01 02:33:39,PURCHASE,Cozmo,686.796,JOD,Groceries,APPROVED
PTX1086791,CARD012733,C008769,2026-06-01 02:34:18,PURCHASE,SmartBuy,4798.536,JOD,Retail,APPROVED
PTX1190568,CARD013836,C009511,2026-06-01 02:46:03,PURCHASE,SmartBuy,2986.003,USD,Electronics,APPROVED
PTX682811,CARD008052,C005512,2026-06-01 02:47:57,PURCHASE,Spotify,10243.330,JOD,Subscriptions,APPROVED
PTX001103,CARD000018,C000015,2026-06-01 03:06:51,PURCHASE,Amazon Web Services,5188.237,USD,Online Services,APPROVED
PTX765277,CARD009011,C006182,2026-06-01 03:08:18,PURCHASE,Pharmacy One,416.161,JOD,Healthcare,APPROVED
PTX414231,CARD004900,C003387,2026-06-01 03:14:57,PURCHASE,Hypermax,30.141,JOD,Groceries,APPROVED
PTX1218798,CARD014162,C009738,2026-06-01 03:17:00,PURCHASE,Royal Jordanian,225.387,JOD,Travel,APPROVED
PTX066190,CARD000817,C000570,2026-06-01 03:22:16,PURCHASE,City Mall Store,142.553,JOD,Retail,APPROVED
PTX493672,CARD005788,C003989,2026-06-01 03:32:13,PURCHASE,Spotify,1988.270,EUR,Subscriptions,APPROVED
PTX576931,CARD006832,C004709,2026-06-01 03:33:58,PURCHASE,Amman Rotana,270.264,JOD,Hotels,APPROVED
PTX311439,CARD003629,C002525,2026-06-01 03:35:52,PURCHASE,Amazon Web Services,244.504,EUR,Online Services,APPROVED
PTX1060562,CARD012432,C008563,2026-06-01 03:40:25,PURCHASE,Umniah,346.210,JOD,Telecom,APPROVED
PTX1073562,CARD012587,C008669,2026-06-01 03:46:09,PURCHASE,American Eagle,4202.247,JOD,Clothing,APPROVED
PTX478932,CARD005639,C003892,2026-06-01 03:55:46,PURCHASE,Amazon Web Services,547.876,USD,Online Services,APPROVED
PTX189129,CARD002343,C001622,2026-06-01 04:09:34,PURCHASE,Booking.com,191.177,USD,Travel,APPROVED
PTX1234334,CARD014362,C009869,2026-06-01 04:23:19,PURCHASE,Biolab,491.456,JOD,Healthcare,APPROVED
PTX053962,CARD000675,C000473,2026-06-01 04:32:03,PURCHASE,Orange,3404.952,JOD,Telecom,APPROVED
PTX314381,CARD003669,C002551,2026-06-01 04:33:30,PURCHASE,Royal Jordanian,2923.278,JOD,Travel,APPROVED
PTX1031603,CARD012070,C008307,2026-06-01 04:35:46,PURCHASE,Prime Cinemas,46.939,JOD,Entertainment,APPROVED
PTX311446,CARD003629,C002525,2026-06-01 04:38:37,PURCHASE,Booking.com,122.168,EUR,Travel,APPROVED
PTX1058342,CARD012415,C008552,2026-06-01 04:40:04,PURCHASE,Manaseer,184.414,JOD,Fuel,APPROVED
PTX581657,CARD006899,C004754,2026-06-01 04:44:48,PURCHASE,Microsoft 365,571.265,EUR,Subscriptions,APPROVED
PTX481846,CARD005667,C003907,2026-06-01 04:44:52,PURCHASE,Le Royal,189.593,JOD,Hotels,APPROVED
PTX565348,CARD006699,C004624,2026-06-01 04:56:38,PURCHASE,YouTube Premium,580.380,JOD,Subscriptions,APPROVED
PTX466983,CARD005512,C003811,2026-06-01 05:02:05,PURCHASE,Marriott,275.167,JOD,Hotels,APPROVED
PTX136763,CARD001745,C001210,2026-06-01 05:11:17,PURCHASE,Orange,1093.942,USD,Telecom,APPROVED
PTX220560,CARD002662,C001846,2026-06-01 05:13:06,PURCHASE,Orange,69.423,JOD,Telecom,APPROVED
PTX702288,CARD008319,C005703,2026-06-01 05:16:37,PURCHASE,Coursera,1054.061,JOD,Education,APPROVED
PTX871524,CARD010233,C007013,2026-06-01 05:19:14,PURCHASE,Amman Rotana,1749.360,JOD,Hotels,APPROVED
PTX394124,CARD004614,C003196,2026-06-01 05:40:03,PURCHASE,Safeway,111.639,JOD,Groceries,APPROVED
PTX1100023,CARD012872,C008862,2026-06-01 05:42:09,PURCHASE,Udemy,1653.020,USD,Education,APPROVED
PTX693744,CARD008199,C005618,2026-06-01 05:57:56,PURCHASE,Cozmo,2346.128,JOD,Groceries,APPROVED
PTX1238851,CARD014410,C009901,2026-06-01 05:58:17,PURCHASE,iSystem,426.315,JOD,Electronics,APPROVED
PTX244964,CARD002946,C002048,2026-06-01 05:59:59,PURCHASE,Zain,664.073,JOD,Telecom,APPROVED
PTX840321,CARD009886,C006765,2026-06-01 06:17:01,PURCHASE,Buffalo Wings,769.412,JOD,Restaurants,APPROVED
PTX687270,CARD008094,C005543,2026-06-01 06:28:29,PURCHASE,JoPetrol,205.936,USD,Fuel,APPROVED
PTX1020105,CARD011909,C008189,2026-06-01 06:31:45,PURCHASE,Marriott,579.461,JOD,Hotels,APPROVED
PTX997867,CARD011644,C007991,2026-06-01 06:38:51,PURCHASE,YouTube Premium,73.522,JOD,Subscriptions,APPROVED
PTX999435,CARD011654,C007997,2026-06-01 06:42:42,PURCHASE,Udemy,86.647,JOD,Education,APPROVED
PTX1212767,CARD014088,C009687,2026-06-01 06:43:33,PURCHASE,Orange,119.738,JOD,Telecom,APPROVED
PTX451110,CARD005324,C003679,2026-06-01 06:46:33,PURCHASE,City Mall Store,652.075,JOD,Retail,APPROVED
PTX1058341,CARD012415,C008552,2026-06-01 06:47:01,PURCHASE,Booking.com,126.395,JOD,Travel,APPROVED
PTX1212608,CARD014084,C009685,2026-06-01 06:47:35,PURCHASE,Le Royal,7962.643,JOD,Hotels,APPROVED
PTX821237,CARD009668,C006620,2026-06-01 07:09:04,PURCHASE,Zara,982.279,JOD,Clothing,APPROVED
PTX1081647,CARD012683,C008733,2026-06-01 07:11:19,PURCHASE,YouTube Premium,53.504,JOD,Subscriptions,APPROVED
PTX1247484,CARD014517,C009975,2026-06-01 07:20:28,PURCHASE,Coursera,770.204,JOD,Education,APPROVED
PTX977910,CARD011453,C007858,2026-06-01 07:21:24,PURCHASE,Zain,246.902,JOD,Telecom,APPROVED
PTX862673,CARD010152,C006952,2026-06-01 07:22:00,PURCHASE,MedLabs,461.565,JOD,Healthcare,APPROVED
PTX1243436,CARD014465,C009936,2026-06-01 07:24:06,PURCHASE,MedLabs,558.169,JOD,Healthcare,APPROVED
PTX1248974,CARD014517,C009975,2026-06-01 07:44:28,PURCHASE,Coursera,1032.866,JOD,Education,DECLINED
PTX538485,CARD006371,C004394,2026-06-01 08:00:59,PURCHASE,YouTube Premium,164.970,JOD,Subscriptions,APPROVED
PTX399497,CARD004678,C003238,2026-06-01 08:03:33,PURCHASE,iSystem,109.665,JOD,Electronics,APPROVED
PTX939221,CARD011004,C007551,2026-06-01 08:19:50,PURCHASE,Royal Jordanian,2230.175,JOD,Travel,APPROVED
PTX266641,CARD003166,C002206,2026-06-01 08:20:01,PURCHASE,Orange,76.364,JOD,Telecom,APPROVED
PTX1221589,CARD014197,C009764,2026-06-01 08:24:43,PURCHASE,American Eagle,1462.140,JOD,Clothing,APPROVED
PTX521155,CARD006157,C004247,2026-06-01 08:27:20,PURCHASE,DNA,1393.203,JOD,Retail,APPROVED
PTX317847,CARD003715,C002577,2026-06-01 08:29:35,PURCHASE,Udemy,3640.674,JOD,Education,APPROVED
PTX1222848,CARD014210,C009773,2026-06-01 08:33:27,PURCHASE,Zain,52.535,JOD,Telecom,APPROVED
PTX823117,CARD009696,C006637,2026-06-01 08:46:47,PURCHASE,Spotify,694.279,JOD,Subscriptions,APPROVED
PTX397091,CARD004653,C003222,2026-06-01 08:55:52,PURCHASE,Wizz Air,1470.269,JOD,Travel,APPROVED
PTX848201,CARD009979,C006827,2026-06-01 09:10:15,PURCHASE,Udemy,1285.914,USD,Education,APPROVED
PTX460717,CARD005452,C003770,2026-06-01 09:16:30,PURCHASE,City Mall Store,175.584,USD,Retail,APPROVED
PTX617907,CARD007262,C004994,2026-06-01 09:28:58,PURCHASE,Microsoft 365,462.351,JOD,Subscriptions,APPROVED
PTX1035030,CARD012125,C008342,2026-06-01 09:32:10,PURCHASE,City Mall Store,561.282,JOD,Retail,APPROVED
PTX1095429,CARD012830,C008832,2026-06-01 09:33:01,PURCHASE,PlayStation Network,96.327,JOD,Entertainment,APPROVED
PTX691831,CARD008161,C005591,2026-06-01 09:36:48,PURCHASE,Orange,210.318,JOD,Telecom,APPROVED
PTX1093866,CARD012819,C008826,2026-06-01 09:48:38,PURCHASE,Google Services,130.679,JOD,Online Services,APPROVED
PTX1161828,CARD013498,C009285,2026-06-01 09:52:55,PURCHASE,Umniah,278.797,JOD,Telecom,APPROVED
PTX682809,CARD008052,C005512,2026-06-01 10:01:38,PURCHASE,SmartBuy,7104.938,JOD,Electronics,APPROVED
PTX412961,CARD004867,C003368,2026-06-01 10:06:25,PURCHASE,Royal Jordanian,532.439,USD,Travel,APPROVED
PTX721612,CARD008542,C005854,2026-06-01 10:19:29,PURCHASE,YouTube Premium,121.561,JOD,Subscriptions,APPROVED
