processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX875945,CARD010288,C007049,2025-04-01 00:07:52,PURCHASE,Spotify,44.058,JOD,Subscriptions,APPROVED
PTX1155079,CARD013447,C009249,2025-04-01 00:20:54,PURCHASE,Booking.com,2243.557,JOD,Travel,APPROVED
PTX617796,CARD007262,C004994,2025-04-01 00:24:37,PURCHASE,Zara,240.104,JOD,Clothing,APPROVED
PTX440912,CARD005186,C003590,2025-04-01 00:46:12,PURCHASE,Orange,936.176,JOD,Telecom,APPROVED
PTX949695,CARD011111,C007626,2025-04-01 00:46:27,PURCHASE,Amazon Web Services,4519.910,JOD,Online Services,APPROVED
PTX173055,CARD002187,C001515,2025-04-01 01:07:53,PURCHASE,Royal Jordanian,2287.660,JOD,Travel,APPROVED
PTX630694,CARD007436,C005113,2025-04-01 01:51:44,PURCHASE,Hypermax,656.197,JOD,Groceries,APPROVED
PTX396127,CARD004637,C003213,2025-04-01 02:04:25,PURCHASE,TotalEnergies,803.063,JOD,Fuel,APPROVED
PTX1003997,CARD011720,C008048,2025-04-01 02:07:24,PURCHASE,City Mall Store,16.234,JOD,Retail,APPROVED
PTX908647,CARD010681,C007321,2025-04-01 02:46:17,PURCHASE,JoPetrol,546.398,JOD,Fuel,APPROVED
PTX997752,CARD011644,C007991,2025-04-01 03:03:34,PURCHASE,MedLabs,69.236,JOD,Healthcare,APPROVED
PTX530408,CARD006273,C004329,2025-04-01 03:23:33,PURCHASE,Almonds Coffee House,315.751,JOD,Restaurants,APPROVED
PTX966608,CARD011309,C007760,2025-04-01 03:32:25,PURCHASE,Coursera,69.935,JOD,Education,APPROVED
PTX853835,CARD010043,C006876,2025-04-01 03:38:58,PURCHASE,SmartBuy,695.943,JOD,Retail,APPROVED
PTX917658,CARD010771,C007382,2025-04-01 04:07:38,PURCHASE,Shawerma Reem,47.641,JOD,Restaurants,APPROVED
PTX904725,CARD010621,C007279,2025-04-01 04:23:35,PURCHASE,DNA,3237.432,JOD,Retail,APPROVED
PTX443317,CARD005228,C003620,2025-04-01 04:33:18,PURCHASE,Netflix,93.121,JOD,Entertainment,APPROVED
PTX756897,CARD008893,C006100,2025-04-01 04:51:44,PURCHASE,Amman Rotana,73.118,JOD,Hotels,APPROVED
PTX1009215,CARD011782,C008095,2025-04-01 04:52:20,PURCHASE,American Eagle,566.769,USD,Clothing,APPROVED
PTX734560,CARD008665,C005936,2025-04-01 05:42:20,PURCHASE,Google Services,1189.760,USD,Online Services,APPROVED
PTX401869,CARD004710,C003260,2025-04-01 05:45:30,PURCHASE,H&M,252.435,JOD,Clothing,APPROVED
PTX898023,CARD010531,C007218,2025-04-01 05:50:30,PURCHASE,Biolab,57.287,JOD,Healthcare,APPROVED
PTX1243318,CARD014465,C009936,2025-04-01 05:54:46,PURCHASE,American Eagle,2026.987,JOD,Clothing,APPROVED
PTX786060,CARD009230,C006326,2025-04-01 06:12:23,PURCHASE,Google Services,258.236,EUR,Online Services,APPROVED
PTX430096,CARD005080,C003512,2025-04-01 06:30:28,PURCHASE,Zain,1625.269,USD,Telecom,APPROVED
PTX715766,CARD008481,C005812,2025-04-01 07:15:38,PURCHASE,Shawerma Reem,1021.882,JOD,Restaurants,APPROVED
PTX234272,CARD002828,C001966,2025-04-01 07:31:17,PURCHASE,Almonds Coffee House,3210.209,JOD,Restaurants,APPROVED
PTX195103,CARD002397,C001657,2025-04-01 07:34:15,PURCHASE,SmartBuy,423.774,JOD,Retail,APPROVED
PTX1152418,CARD013406,C009224,2025-04-01 07:48:34,PURCHASE,Safeway,149.234,JOD,Groceries,APPROVED
PTX707296,CARD008380,C005742,2025-04-01 07:48:41,PURCHASE,SmartBuy,79.249,USD,Electronics,APPROVED
PTX121033,CARD001587,C001110,2025-04-01 07:58:28,PURCHASE,Shawerma Reem,200.667,JOD,Restaurants,APPROVED
PTX128536,CARD001674,C001168,2025-04-01 08:26:08,PURCHASE,Wizz Air,41.731,JOD,Travel,APPROVED
PTX584040,CARD006930,C004774,2025-04-01 09:43:06,PURCHASE,Pharmacy One,9496.125,JOD,Healthcare,APPROVED
PTX1248979,CARD006930,C004774,2025-04-01 09:53:06,PURCHASE,Pharmacy One,1217.040,JOD,Healthcare,DECLINED
PTX449281,CARD005303,C003666,2025-04-01 11:19:38,PURCHASE,Amman Rotana,207.745,JOD,Hotels,APPROVED
PTX233474,CARD002816,C001958,2025-04-01 11:45:51,PURCHASE,Zain,723.254,JOD,Telecom,APPROVED
PTX1127193,CARD013139,C009044,2025-04-01 11:51:17,PURCHASE,Udemy,706.700,JOD,Education,APPROVED
PTX580414,CARD006876,C004739,2025-04-01 13:12:49,PURCHASE,Cozmo,1733.475,JOD,Groceries,APPROVED
PTX787051,CARD009246,C006334,2025-04-01 13:21:33,PURCHASE,Buffalo Wings,1898.970,USD,Restaurants,APPROVED
PTX1120987,CARD013073,C008998,2025-04-01 13:24:31,PURCHASE,Cozmo,169.616,JOD,Groceries,APPROVED
PTX1158024,CARD013462,C009259,2025-04-01 13:43:18,PURCHASE,SmartBuy,52.443,USD,Retail,APPROVED
PTX392183,CARD004595,C003182,2025-04-01 13:47:32,PURCHASE,Spotify,81.366,JOD,Subscriptions,APPROVED
PTX344056,CARD004011,C002786,2025-04-01 13:49:05,PURCHASE,SmartBuy,308.168,JOD,Electronics,APPROVED
PTX1249303,CARD013462,C009259,2025-04-01 13:53:18,PURCHASE,SmartBuy,3773.977,USD,Retail,REVERSED
PTX440916,CARD005186,C003590,2025-04-01 13:59:43,PURCHASE,Umniah,568.589,JOD,Telecom,APPROVED
PTX450995,CARD005324,C003679,2025-04-01 14:04:53,PURCHASE,Pharmacy One,1365.455,JOD,Healthcare,APPROVED
PTX1223283,CARD014221,C009782,2025-04-01 14:30:08,PURCHASE,iSystem,185.062,JOD,Electronics,APPROVED
PTX1197026,CARD013882,C009542,2025-04-01 14:41:59,PURCHASE,American Eagle,6876.023,JOD,Clothing,APPROVED
PTX876224,CARD010292,C007052,2025-04-01 14:56:55,PURCHASE,Booking.com,336.583,JOD,Travel,APPROVED
PTX1234232,CARD014362,C009869,2025-04-01 15:01:30,PURCHASE,Hypermax,250.162,JOD,Groceries,APPROVED
PTX1056365,CARD012398,C008539,2025-04-01 15:18:53,PURCHASE,Orange,116.911,JOD,Telecom,APPROVED
PTX636991,CARD007512,C005169,2025-04-01 15:53:47,PURCHASE,Shawerma Reem,2937.585,USD,Restaurants,APPROVED
PTX227261,CARD002736,C001896,2025-04-01 16:17:07,PURCHASE,JoPetrol,240.019,USD,Fuel,APPROVED
PTX853836,CARD010043,C006876,2025-04-01 16:20:04,PURCHASE,Buffalo Wings,955.705,JOD,Restaurants,APPROVED
PTX1158017,CARD013462,C009259,2025-04-01 16:28:52,PURCHASE,H&M,391.195,USD,Clothing,APPROVED
PTX654393,CARD007728,C005313,2025-04-01 16:51:41,PURCHASE,MedLabs,103.247,JOD,Healthcare,APPROVED
PTX244850,CARD002946,C002048,2025-04-01 17:16:27,PURCHASE,Wizz Air,700.379,JOD,Travel,APPROVED
PTX530412,CARD006273,C004329,2025-04-01 17:49:46,PURCHASE,Booking.com,6.687,JOD,Travel,APPROVED
PTX957220,CARD011195,C007686,2025-04-01 18:11:22,PURCHASE,Orange,67.619,JOD,Telecom,APPROVED
PTX939976,CARD011017,C007559,2025-04-01 18:30:17,PURCHASE,Booking.com,151.819,JOD,Travel,APPROVED
PTX717663,CARD008497,C005823,2025-04-01 19:02:50,PURCHASE,Spotify,62.590,JOD,Subscriptions,APPROVED
PTX1154514,CARD013440,C009245,2025-04-01 19:18:00,PURCHASE,Umniah,294.194,JOD,Telecom,APPROVED
PTX288505,CARD003419,C002382,2025-04-01 19:23:07,PURCHASE,TotalEnergies,121.926,JOD,Fuel,APPROVED
PTX793695,CARD009318,C006380,2025-04-01 19:57:48,PURCHASE,Amazon Web Services,155.622,JOD,Online Services,APPROVED
PTX299742,CARD003526,C002452,2025-04-01 20:05:34,PURCHASE,Orange,180.733,JOD,Telecom,APPROVED
PTX485300,CARD005698,C003929,2025-04-01 20:38:25,PURCHASE,SmartBuy,387.810,JOD,Retail,APPROVED
PTX532384,CARD006299,C004344,2025-04-01 20:43:30,PURCHASE,YouTube Premium,117.066,JOD,Subscriptions,APPROVED
PTX494868,CARD005810,C004005,2025-04-01 21:24:15,PURCHASE,Biolab,3569.618,USD,Healthcare,APPROVED
PTX1109034,CARD012939,C008906,2025-04-01 21:35:53,PURCHASE,SmartBuy,2152.337,JOD,Electronics,APPROVED
PTX754385,CARD008865,C006083,2025-04-01 21:56:54,PURCHASE,Cozmo,2129.945,JOD,Groceries,APPROVED
PTX787047,CARD009246,C006334,2025-04-01 22:24:59,PURCHASE,DNA,485.094,USD,Retail,APPROVED
PTX189415,CARD002351,C001629,2025-04-01 22:27:12,PURCHASE,DNA,1366.872,JOD,Retail,APPROVED
PTX636990,CARD007512,C005169,2025-04-01 22:31:50,PURCHASE,Marriott,9063.962,USD,Hotels,APPROVED
PTX1109247,CARD012941,C008907,2025-04-01 23:32:21,PURCHASE,University Bookshop,208.109,USD,Education,APPROVED
PTX166288,CARD002097,C001456,2025-04-02 00:12:17,PURCHASE,DNA,4909.587,EUR,Retail,APPROVED
PTX458470,CARD005426,C003752,2025-04-02 00:19:12,PURCHASE,Hypermax,1020.656,JOD,Groceries,APPROVED
PTX754382,CARD008865,C006083,2025-04-02 01:35:26,PURCHASE,Google Services,2149.954,JOD,Online Services,APPROVED
PTX095866,CARD001234,C000860,2025-04-02 01:37:34,PURCHASE,Safeway,516.176,JOD,Groceries,APPROVED
PTX353971,CARD004120,C002866,2025-04-02 01:55:52,PURCHASE,University Bookshop,13.281,EUR,Education,APPROVED
PTX017283,CARD000228,C000158,2025-04-02 02:00:48,PURCHASE,University Bookshop,4514.607,JOD,Education,APPROVED
PTX530411,CARD006273,C004329,2025-04-02 02:32:09,PURCHASE,American Eagle,266.375,JOD,Clothing,APPROVED
PTX343391,CARD004003,C002781,2025-04-02 03:21:07,PURCHASE,University Bookshop,469.348,JOD,Education,APPROVED
PTX464050,CARD005479,C003787,2025-04-02 03:30:50,PURCHASE,American Eagle,242.984,JOD,Clothing,APPROVED
PTX1127497,CARD013144,C009047,2025-04-02 03:47:08,PURCHASE,JoPetrol,126.113,JOD,Fuel,APPROVED
PTX1161713,CARD013498,C009285,2025-04-02 03:57:31,PURCHASE,SmartBuy,420.262,JOD,Electronics,APPROVED
PTX949698,CARD011111,C007626,2025-04-02 04:28:39,PURCHASE,Amazon Web Services,3026.396,JOD,Online Services,APPROVED
PTX108835,CARD001414,C000985,2025-04-02 04:30:45,PURCHASE,Amazon Web Services,232.812,JOD,Online Services,APPROVED
PTX383746,CARD004466,C003104,2025-04-02 04:36:30,PURCHASE,City Mall Store,5198.401,JOD,Retail,APPROVED
PTX1216706,CARD014126,C009714,2025-04-02 04:43:44,PURCHASE,DNA,768.710,JOD,Retail,APPROVED
PTX1152417,CARD013406,C009224,2025-04-02 05:05:25,PURCHASE,Netflix,775.126,JOD,Entertainment,APPROVED
PTX903863,CARD010610,C007271,2025-04-02 05:26:51,PURCHASE,Leaders Center,824.445,JOD,Electronics,APPROVED
PTX1226404,CARD014263,C009807,2025-04-02 05:39:48,PURCHASE,MedLabs,11.768,USD,Healthcare,APPROVED
PTX440914,CARD005186,C003590,2025-04-02 05:49:19,PURCHASE,City Mall Store,576.939,JOD,Retail,APPROVED
PTX233470,CARD002816,C001958,2025-04-02 05:52:32,PURCHASE,City Mall Store,668.867,JOD,Retail,APPROVED
PTX369053,CARD004276,C002972,2025-04-02 05:54:50,PURCHASE,Royal Jordanian,1582.413,JOD,Travel,APPROVED
PTX367290,CARD004263,C002961,2025-04-02 05:58:35,PURCHASE,Leaders Center,3295.844,JOD,Electronics,APPROVED
PTX165586,CARD002094,C001455,2025-04-02 06:01:19,PURCHASE,Zain,254.061,JOD,Telecom,APPROVED
PTX510324,CARD006036,C004162,2025-04-02 06:20:14,PURCHASE,Spotify,216.865,JOD,Subscriptions,APPROVED
PTX803193,CARD009453,C006474,2025-04-02 06:20:44,PURCHASE,Almonds Coffee House,127.117,JOD,Restaurants,APPROVED
PTX381702,CARD004447,C003091,2025-04-02 07:01:14,PURCHASE,Netflix,3866.272,JOD,Entertainment,APPROVED
PTX639911,CARD007561,C005197,2025-04-02 07:18:30,PURCHASE,PlayStation Network,2319.892,USD,Entertainment,APPROVED
PTX800790,CARD009417,C006446,2025-04-02 07:53:49,PURCHASE,Almonds Coffee House,1951.039,JOD,Restaurants,APPROVED
PTX803194,CARD009453,C006474,2025-04-02 07:56:03,PURCHASE,Orange,297.882,JOD,Telecom,APPROVED
PTX473545,CARD005585,C003859,2025-04-02 08:33:50,PURCHASE,Hypermax,142.881,USD,Groceries,APPROVED
PTX430098,CARD005080,C003512,2025-04-02 09:01:45,PURCHASE,YouTube Premium,1152.654,USD,Subscriptions,APPROVED
PTX762720,CARD008977,C006157,2025-04-02 09:33:58,PURCHASE,PlayStation Network,447.141,USD,Entertainment,APPROVED
PTX941771,CARD011035,C007572,2025-04-02 10:18:41,PURCHASE,Buffalo Wings,470.844,JOD,Restaurants,APPROVED
PTX652548,CARD007708,C005301,2025-04-02 10:29:56,PURCHASE,Safeway,124.141,JOD,Groceries,APPROVED
PTX756896,CARD008893,C006100,2025-04-02 10:31:09,PURCHASE,Zain,52.324,JOD,Telecom,APPROVED
PTX369055,CARD004276,C002972,2025-04-02 10:33:57,PURCHASE,Almonds Coffee House,8144.957,JOD,Restaurants,APPROVED
PTX788583,CARD009254,C006338,2025-04-02 10:35:48,PURCHASE,City Mall Store,971.806,JOD,Retail,APPROVED
PTX981563,CARD011486,C007885,2025-04-02 10:43:31,PURCHASE,Udemy,2855.698,JOD,Education,APPROVED
PTX540647,CARD006406,C004414,2025-04-02 11:12:57,PURCHASE,Pharmacy One,15.693,JOD,Healthcare,APPROVED
PTX976226,CARD011429,C007843,2025-04-02 11:39:47,PURCHASE,Shawerma Reem,4992.628,JOD,Restaurants,APPROVED
PTX211749,CARD002576,C001781,2025-04-02 12:05:25,PURCHASE,Biolab,476.626,USD,Healthcare,APPROVED
PTX580412,CARD006876,C004739,2025-04-02 12:30:45,PURCHASE,Le Royal,1771.830,JOD,Hotels,APPROVED
PTX853833,CARD010043,C006876,2025-04-02 12:38:19,PURCHASE,Spotify,1662.719,JOD,Subscriptions,APPROVED
PTX311268,CARD003626,C002523,2025-04-02 12:42:01,PURCHASE,Amazon Web Services,1963.663,USD,Online Services,APPROVED
PTX717661,CARD008497,C005823,2025-04-02 13:09:35,PURCHASE,Orange,61.823,JOD,Telecom,APPROVED
PTX465703,CARD005485,C003791,2025-04-02 13:21:58,PURCHASE,City Mall Store,341.841,JOD,Retail,APPROVED
PTX532385,CARD006299,C004344,2025-04-02 14:01:07,PURCHASE,DNA,25.744,JOD,Retail,APPROVED
PTX941773,CARD011035,C007572,2025-04-02 14:24:10,PURCHASE,SmartBuy,2444.796,JOD,Retail,APPROVED
PTX195101,CARD002397,C001657,2025-04-02 15:00:52,PURCHASE,Spotify,228.097,JOD,Subscriptions,APPROVED
PTX1216701,CARD014126,C009714,2025-04-02 15:32:15,PURCHASE,Spotify,772.692,JOD,Subscriptions,APPROVED
PTX233468,CARD002816,C001958,2025-04-02 15:44:00,PURCHASE,Cozmo,592.273,JOD,Groceries,APPROVED
PTX314494,CARD003672,C002552,2025-04-02 16:01:15,PURCHASE,H&M,3.128,JOD,Clothing,APPROVED
PTX128533,CARD001674,C001168,2025-04-02 16:05:51,PURCHASE,Booking.com,143.900,JOD,Travel,APPROVED
PTX1083422,CARD012704,C008747,2025-04-02 16:11:40,PURCHASE,Microsoft 365,327.727,JOD,Subscriptions,APPROVED
PTX715770,CARD008481,C005812,2025-04-02 16:26:16,PURCHASE,Cozmo,741.467,JOD,Groceries,APPROVED
PTX856667,CARD010094,C006914,2025-04-02 16:33:35,PURCHASE,Safeway,4470.635,USD,Groceries,APPROVED
PTX766310,CARD009030,C006193,2025-04-02 17:14:23,PURCHASE,Shawerma Reem,943.734,JOD,Restaurants,APPROVED
PTX762721,CARD008977,C006157,2025-04-02 17:19:53,PURCHASE,Coursera,546.832,USD,Education,APPROVED
PTX941769,CARD011035,C007572,2025-04-02 17:48:13,PURCHASE,TotalEnergies,800.643,JOD,Fuel,APPROVED
PTX966598,CARD011309,C007760,2025-04-02 17:56:22,PURCHASE,Wizz Air,85.869,JOD,Travel,APPROVED
PTX266535,CARD003166,C002206,2025-04-02 18:00:01,PURCHASE,American Eagle,68.910,JOD,Clothing,APPROVED
PTX478805,CARD005639,C003892,2025-04-02 18:20:02,PURCHASE,Marriott,1088.613,USD,Hotels,APPROVED
PTX856666,CARD010094,C006914,2025-04-02 18:34:36,PURCHASE,Safeway,3912.159,USD,Groceries,APPROVED
PTX1009209,CARD011782,C008095,2025-04-02 19:22:15,PURCHASE,Marriott,255.629,USD,Hotels,APPROVED
PTX895088,CARD010502,C007195,2025-04-02 19:46:52,PURCHASE,Microsoft 365,397.846,JOD,Subscriptions,APPROVED
PTX561485,CARD006643,C004586,2025-04-02 20:24:30,PURCHASE,TotalEnergies,866.704,USD,Fuel,APPROVED
PTX1003999,CARD011720,C008048,2025-04-02 20:38:28,PURCHASE,Prime Cinemas,922.388,JOD,Entertainment,APPROVED
PTX1246361,CARD014506,C009968,2025-04-02 20:48:32,PURCHASE,Buffalo Wings,797.520,JOD,Restaurants,APPROVED
PTX1061685,CARD012446,C008572,2025-04-02 20:52:01,PURCHASE,Cozmo,359.642,JOD,Groceries,APPROVED
PTX682989,CARD008054,C005513,2025-04-02 20:57:03,PURCHASE,PlayStation Network,6588.132,JOD,Entertainment,APPROVED
