processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX435639,CARD005130,C003547,2023-04-01 01:40:45,PURCHASE,Cozmo,391.079,JOD,Groceries,APPROVED
PTX288306,CARD003419,C002382,2023-04-01 18:20:14,PURCHASE,Pharmacy One,787.169,JOD,Healthcare,APPROVED
PTX198819,CARD002439,C001687,2023-04-01 19:18:15,PURCHASE,Buffalo Wings,325.975,JOD,Restaurants,APPROVED
PTX435645,CARD005130,C003547,2023-04-04 08:08:18,PURCHASE,Manaseer,55.441,JOD,Fuel,APPROVED
PTX198817,CARD002439,C001687,2023-04-05 19:35:02,PURCHASE,PlayStation Network,458.051,JOD,Entertainment,APPROVED
PTX435636,CARD005130,C003547,2023-04-06 11:09:03,PURCHASE,Microsoft 365,257.566,JOD,Subscriptions,APPROVED
PTX435642,CARD005130,C003547,2023-04-08 20:26:34,PURCHASE,Microsoft 365,259.719,JOD,Subscriptions,APPROVED
PTX435641,CARD005130,C003547,2023-04-09 11:12:43,PURCHASE,American Eagle,357.813,JOD,Clothing,APPROVED
PTX288317,CARD003419,C002382,2023-04-15 11:26:27,PURCHASE,YouTube Premium,388.472,JOD,Subscriptions,APPROVED
PTX288325,CARD003419,C002382,2023-04-15 13:43:27,PURCHASE,Almonds Coffee House,667.654,JOD,Restaurants,APPROVED
PTX288319,CARD003419,C002382,2023-04-17 15:03:05,PURCHASE,Shawerma Reem,630.849,JOD,Restaurants,APPROVED
PTX198825,CARD002439,C001687,2023-04-17 23:34:02,PURCHASE,DNA,595.735,JOD,Retail,APPROVED
PTX198827,CARD002439,C001687,2023-04-22 18:30:21,PURCHASE,Safeway,3.920,JOD,Groceries,APPROVED
PTX198829,CARD002439,C001687,2023-04-23 17:39:29,PURCHASE,SmartBuy,611.410,JOD,Electronics,APPROVED
PTX288320,CARD003419,C002382,2023-04-25 02:34:36,PURCHASE,City Mall Store,406.170,JOD,Retail,APPROVED
PTX288322,CARD003419,C002382,2023-04-28 14:09:40,PURCHASE,TotalEnergies,275.672,JOD,Fuel,APPROVED
PTX288318,CARD003419,C002382,2023-04-30 01:16:48,PURCHASE,Google Services,343.237,JOD,Online Services,APPROVED
PTX198831,CARD002439,C001687,2023-04-30 01:47:08,PURCHASE,H&M,234.843,JOD,Clothing,APPROVED
PTX288321,CARD003419,C002382,2023-04-30 21:13:39,PURCHASE,Orange,196.574,JOD,Telecom,APPROVED
