processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX853715,CARD010043,C006876,2023-12-01 00:10:59,PURCHASE,Zain,1310.072,JOD,Telecom,APPROVED
PTX367133,CARD004263,C002961,2023-12-01 00:14:30,PURCHASE,Udemy,3717.594,JOD,Education,APPROVED
PTX997606,CARD011644,C007991,2023-12-01 03:15:15,PURCHASE,Pharmacy One,173.481,JOD,Healthcare,APPROVED
PTX123071,CARD001607,C001122,2023-12-01 04:41:29,PURCHASE,OpenAI,1854.707,JOD,Online Services,APPROVED
PTX1061548,CARD012446,C008572,2023-12-01 05:32:07,PURCHASE,Spotify,403.484,JOD,Subscriptions,APPROVED
PTX1009085,CARD011782,C008095,2023-12-01 13:40:32,PURCHASE,City Mall Store,333.702,USD,Retail,APPROVED
PTX054252,CARD000681,C000477,2023-12-01 14:03:59,PURCHASE,Spotify,6632.717,USD,Subscriptions,APPROVED
PTX948700,CARD011103,C007621,2023-12-01 20:03:46,PURCHASE,Netflix,862.985,EUR,Entertainment,APPROVED
PTX1193234,CARD013861,C009528,2023-12-01 20:51:40,PURCHASE,Google Services,344.684,JOD,Online Services,APPROVED
PTX557084,CARD006588,C004548,2023-12-01 21:14:11,PURCHASE,OpenAI,123.576,JOD,Online Services,APPROVED
PTX166798,CARD002103,C001460,2023-12-01 21:20:32,PURCHASE,Wizz Air,132.178,USD,Travel,APPROVED
PTX1193235,CARD013861,C009528,2023-12-01 23:00:14,PURCHASE,Leaders Center,330.619,JOD,Electronics,APPROVED
PTX395976,CARD004637,C003213,2023-12-02 00:35:14,PURCHASE,Google Services,963.626,JOD,Online Services,APPROVED
PTX377092,CARD004391,C003051,2023-12-02 01:23:17,PURCHASE,SmartBuy,3313.453,JOD,Electronics,APPROVED
PTX894956,CARD010502,C007195,2023-12-02 02:29:35,PURCHASE,Almonds Coffee House,11.336,JOD,Restaurants,APPROVED
