processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX120581,CARD001582,C001106,2025-07-01 00:04:19,PURCHASE,Leaders Center,179.774,JOD,Electronics,APPROVED
PTX783316,CARD009209,C006312,2025-07-01 00:23:29,PURCHASE,SmartBuy,4787.819,EUR,Electronics,APPROVED
PTX637026,CARD007512,C005169,2025-07-01 00:25:15,PURCHASE,Coursera,10663.935,USD,Education,APPROVED
PTX155279,CARD001991,C001390,2025-07-01 00:33:45,PURCHASE,Hypermax,29.822,JOD,Groceries,APPROVED
PTX903890,CARD010610,C007271,2025-07-01 00:56:16,PURCHASE,Royal Jordanian,19.950,JOD,Travel,APPROVED
PTX983995,CARD011500,C007897,2025-07-01 01:05:15,PURCHASE,Amman Rotana,323.589,JOD,Hotels,APPROVED
PTX651814,CARD007698,C005293,2025-07-01 01:25:01,PURCHASE,Biolab,636.158,JOD,Healthcare,APPROVED
PTX1061708,CARD012446,C008572,2025-07-01 01:43:45,PURCHASE,MedLabs,346.065,JOD,Healthcare,APPROVED
PTX396150,CARD004637,C003213,2025-07-01 01:44:21,PURCHASE,Biolab,1066.665,JOD,Healthcare,APPROVED
PTX1223304,CARD014221,C009782,2025-07-01 01:47:44,PURCHASE,OpenAI,517.022,JOD,Online Services,APPROVED
PTX111269,CARD001436,C001002,2025-07-01 02:02:28,PURCHASE,JoPetrol,6.690,USD,Fuel,APPROVED
PTX369619,CARD004284,C002976,2025-07-01 02:08:01,PURCHASE,Zain,721.747,JOD,Telecom,APPROVED
PTX310940,CARD003623,C002522,2025-07-01 02:20:56,PURCHASE,Leaders Center,219.751,JOD,Electronics,APPROVED
PTX383631,CARD004464,C003103,2025-07-01 02:29:00,PURCHASE,DNA,702.387,JOD,Retail,APPROVED
PTX703569,CARD008332,C005712,2025-07-01 02:43:20,PURCHASE,Shawerma Reem,480.984,USD,Restaurants,APPROVED
PTX491980,CARD005770,C003977,2025-07-01 02:49:29,PURCHASE,JoPetrol,724.125,JOD,Fuel,APPROVED
PTX795209,CARD009345,C006399,2025-07-01 03:04:54,PURCHASE,Coursera,146.876,JOD,Education,APPROVED
PTX1119225,CARD013049,C008984,2025-07-01 03:08:56,PURCHASE,Spotify,140.784,EUR,Subscriptions,APPROVED
PTX233499,CARD002816,C001958,2025-07-01 03:40:23,PURCHASE,American Eagle,549.856,JOD,Clothing,APPROVED
PTX837567,CARD009855,C006746,2025-07-01 03:49:00,PURCHASE,Safeway,199.140,JOD,Groceries,APPROVED
PTX730036,CARD008622,C005907,2025-07-01 04:06:22,PURCHASE,JoPetrol,277.290,JOD,Fuel,APPROVED
PTX682506,CARD008050,C005511,2025-07-01 04:08:51,PURCHASE,Shawerma Reem,90.922,JOD,Restaurants,APPROVED
PTX068372,CARD000843,C000591,2025-07-01 04:13:52,PURCHASE,Umniah,103.486,JOD,Telecom,APPROVED
PTX626740,CARD007365,C005068,2025-07-01 04:29:36,PURCHASE,Coursera,906.612,JOD,Education,APPROVED
PTX229905,CARD002768,C001922,2025-07-01 04:47:47,PURCHASE,OpenAI,58.925,JOD,Online Services,APPROVED
PTX1042940,CARD012227,C008417,2025-07-01 04:58:27,PURCHASE,Pharmacy One,1303.370,JOD,Healthcare,APPROVED
PTX267821,CARD003174,C002211,2025-07-01 05:23:05,PURCHASE,Almonds Coffee House,1926.106,JOD,Restaurants,APPROVED
PTX751858,CARD008829,C006058,2025-07-01 05:41:51,PURCHASE,JoPetrol,66.512,JOD,Fuel,APPROVED
PTX615211,CARD007233,C004973,2025-07-01 05:52:02,PURCHASE,YouTube Premium,362.917,JOD,Subscriptions,APPROVED
PTX532397,CARD006299,C004344,2025-07-01 06:44:09,PURCHASE,Biolab,1172.626,JOD,Healthcare,APPROVED
PTX608284,CARD007144,C004911,2025-07-01 06:47:37,PURCHASE,Leaders Center,8.696,JOD,Electronics,APPROVED
PTX423350,CARD005018,C003469,2025-07-01 07:10:20,PURCHASE,Netflix,7324.290,USD,Entertainment,APPROVED
PTX121411,CARD001590,C001112,2025-07-01 07:11:06,PURCHASE,Manaseer,1645.103,JOD,Fuel,APPROVED
PTX621400,CARD007309,C005024,2025-07-01 07:13:45,PURCHASE,Hypermax,1577.704,JOD,Groceries,APPROVED
PTX094772,CARD001214,C000845,2025-07-01 07:16:35,PURCHASE,Wizz Air,1720.652,JOD,Travel,APPROVED
PTX338400,CARD003930,C002728,2025-07-01 07:19:56,PURCHASE,Zara,1500.866,JOD,Clothing,APPROVED
PTX475510,CARD005614,C003874,2025-07-01 07:23:31,PURCHASE,Shawerma Reem,1169.939,USD,Restaurants,APPROVED
PTX451020,CARD005324,C003679,2025-07-01 07:27:47,PURCHASE,Manaseer,1604.518,JOD,Fuel,APPROVED
PTX128566,CARD001674,C001168,2025-07-01 07:53:56,PURCHASE,City Mall Store,55.507,JOD,Retail,APPROVED
PTX1249081,CARD001674,C001168,2025-07-01 08:04:56,PURCHASE,City Mall Store,3413.726,JOD,Retail,DECLINED
PTX179583,CARD002266,C001570,2025-07-01 08:13:33,PURCHASE,Leaders Center,284.042,JOD,Electronics,APPROVED
PTX319770,CARD003738,C002592,2025-07-01 08:22:42,PURCHASE,Orange,48.968,JOD,Telecom,APPROVED
PTX344082,CARD004011,C002786,2025-07-01 08:37:24,PURCHASE,iSystem,325.812,JOD,Electronics,APPROVED
PTX730040,CARD008622,C005907,2025-07-01 08:41:52,PURCHASE,University Bookshop,2083.961,JOD,Education,APPROVED
PTX1195666,CARD013871,C009534,2025-07-01 09:22:48,PURCHASE,TotalEnergies,534.485,EUR,Fuel,APPROVED
PTX1195668,CARD013871,C009534,2025-07-01 09:22:56,PURCHASE,Spotify,637.203,EUR,Subscriptions,APPROVED
PTX530426,CARD006273,C004329,2025-07-01 09:31:31,PURCHASE,Cozmo,349.001,JOD,Groceries,APPROVED
PTX1058241,CARD012415,C008552,2025-07-01 10:07:51,PURCHASE,Google Services,98.606,JOD,Online Services,APPROVED
PTX927406,CARD010870,C007456,2025-07-01 10:32:40,PURCHASE,Booking.com,6167.022,USD,Travel,APPROVED
PTX991419,CARD011570,C007945,2025-07-01 10:40:33,PURCHASE,City Mall Store,181.741,USD,Retail,APPROVED
PTX693633,CARD008199,C005618,2025-07-01 10:44:33,PURCHASE,Booking.com,2246.500,JOD,Travel,APPROVED
PTX1166132,CARD013553,C009320,2025-07-01 10:49:38,PURCHASE,SmartBuy,18.388,JOD,Electronics,APPROVED
