processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX1042854,CARD012227,C008417,2024-09-01 00:06:42,PURCHASE,Cozmo,904.812,JOD,Groceries,APPROVED
PTX756837,CARD008893,C006100,2024-09-01 00:38:06,PURCHASE,Coursera,95.334,JOD,Education,APPROVED
PTX166873,CARD002103,C001460,2024-09-01 01:18:16,PURCHASE,Leaders Center,581.865,USD,Electronics,APPROVED
PTX1218603,CARD014162,C009738,2024-09-01 02:06:04,PURCHASE,Amazon Web Services,279.724,JOD,Online Services,APPROVED
PTX190818,CARD002363,C001636,2024-09-01 02:17:26,PURCHASE,Amazon Web Services,106.553,JOD,Online Services,APPROVED
PTX436962,CARD005145,C003560,2024-09-01 05:10:58,PURCHASE,Wizz Air,330.516,JOD,Travel,APPROVED
PTX617737,CARD007262,C004994,2024-09-01 05:51:11,PURCHASE,Wizz Air,764.617,JOD,Travel,APPROVED
PTX190812,CARD002363,C001636,2024-09-01 05:56:52,PURCHASE,SmartBuy,37.401,JOD,Electronics,APPROVED
PTX198973,CARD002439,C001687,2024-09-01 06:00:35,PURCHASE,Zain,25.047,JOD,Telecom,APPROVED
PTX1196971,CARD013882,C009542,2024-09-01 06:06:31,PURCHASE,Biolab,5580.151,JOD,Healthcare,APPROVED
PTX067335,CARD000832,C000582,2024-09-01 08:39:02,PURCHASE,Almonds Coffee House,8424.416,JOD,Restaurants,APPROVED
PTX897954,CARD010531,C007218,2024-09-01 09:43:20,PURCHASE,YouTube Premium,491.096,JOD,Subscriptions,APPROVED
PTX682426,CARD008050,C005511,2024-09-01 10:42:51,PURCHASE,JoPetrol,1182.000,JOD,Fuel,APPROVED
PTX685391,CARD008077,C005529,2024-09-01 10:46:15,PURCHASE,OpenAI,566.414,JOD,Online Services,APPROVED
PTX682427,CARD008050,C005511,2024-09-01 10:48:08,PURCHASE,OpenAI,55.912,JOD,Online Services,APPROVED
PTX1249858,CARD008077,C005529,2024-09-01 11:02:15,PURCHASE,OpenAI,4159.871,JOD,Online Services,DECLINED
PTX506491,CARD005982,C004120,2024-09-01 12:36:41,PURCHASE,Zara,705.899,JOD,Clothing,APPROVED
PTX567214,CARD006726,C004641,2024-09-01 12:53:00,PURCHASE,Spotify,1526.032,USD,Subscriptions,APPROVED
PTX100922,CARD001294,C000903,2024-09-01 15:52:27,PURCHASE,YouTube Premium,26.067,JOD,Subscriptions,APPROVED
PTX682431,CARD008050,C005511,2024-09-01 16:06:36,PURCHASE,Amman Rotana,1522.483,JOD,Hotels,APPROVED
