processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX013253,CARD000184,C000130,2025-01-01 00:17:41,PURCHASE,Google Services,40.060,JOD,Online Services,APPROVED
PTX787023,CARD009246,C006334,2025-01-01 00:25:12,PURCHASE,Microsoft 365,2968.730,USD,Subscriptions,APPROVED
PTX141920,CARD001837,C001281,2025-01-01 00:30:51,PURCHASE,Wizz Air,5872.055,JOD,Travel,APPROVED
PTX503791,CARD005936,C004088,2025-01-01 00:45:48,PURCHASE,Spotify,893.915,USD,Subscriptions,APPROVED
PTX1216409,CARD014123,C009712,2025-01-01 01:00:29,PURCHASE,Amazon Web Services,623.430,JOD,Online Services,APPROVED
PTX478774,CARD005639,C003892,2025-01-01 01:11:18,PURCHASE,Hypermax,1011.610,USD,Groceries,APPROVED
PTX530374,CARD006273,C004329,2025-01-01 01:16:37,PURCHASE,Zara,126.042,JOD,Clothing,APPROVED
PTX967199,CARD011315,C007762,2025-01-01 02:00:23,PURCHASE,Almonds Coffee House,30.634,JOD,Restaurants,APPROVED
PTX108802,CARD001414,C000985,2025-01-01 02:16:33,PURCHASE,American Eagle,44.400,JOD,Clothing,APPROVED
PTX1123961,CARD013095,C009012,2025-01-01 02:24:37,PURCHASE,Le Royal,1098.147,USD,Hotels,APPROVED
PTX557202,CARD006588,C004548,2025-01-01 02:40:26,PURCHASE,Royal Jordanian,96.008,JOD,Travel,APPROVED
PTX1243288,CARD014465,C009936,2025-01-01 02:58:08,PURCHASE,SmartBuy,1449.928,JOD,Retail,APPROVED
PTX873168,CARD010255,C007029,2025-01-01 03:11:40,PURCHASE,Microsoft 365,398.419,USD,Subscriptions,APPROVED
PTX803166,CARD009453,C006474,2025-01-01 03:27:28,PURCHASE,Umniah,370.990,JOD,Telecom,APPROVED
PTX080563,CARD001010,C000703,2025-01-01 03:47:34,PURCHASE,University Bookshop,6252.119,JOD,Education,APPROVED
PTX800766,CARD009417,C006446,2025-01-01 04:15:36,PURCHASE,Amazon Web Services,3590.945,JOD,Online Services,APPROVED
