processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX343319,CARD004003,C002781,2024-07-01 01:54:19,PURCHASE,PlayStation Network,227.882,JOD,Entertainment,APPROVED
PTX814791,CARD009584,C006562,2024-07-01 02:19:23,PURCHASE,Amazon Web Services,119.591,JOD,Online Services,APPROVED
PTX392663,CARD004600,C003187,2024-07-01 02:40:14,PURCHASE,Marriott,1131.360,JOD,Hotels,APPROVED
PTX1249765,CARD009584,C006562,2024-07-01 02:43:23,PURCHASE,Amazon Web Services,3748.165,JOD,Online Services,REVERSED
PTX155538,CARD001995,C001392,2024-07-01 03:20:38,PURCHASE,Manaseer,284.202,USD,Fuel,APPROVED
PTX406895,CARD004783,C003308,2024-07-01 05:26:06,PURCHASE,Coursera,105.074,JOD,Education,APPROVED
PTX800700,CARD009417,C006446,2024-07-01 07:13:31,PURCHASE,YouTube Premium,105.475,JOD,Subscriptions,APPROVED
PTX1243239,CARD014465,C009936,2024-07-01 07:22:40,PURCHASE,Spotify,768.544,JOD,Subscriptions,APPROVED
PTX617720,CARD007262,C004994,2024-07-01 07:28:52,PURCHASE,University Bookshop,379.725,JOD,Education,APPROVED
PTX689970,CARD008137,C005572,2024-07-01 08:17:55,PURCHASE,Amazon Web Services,824.174,JOD,Online Services,APPROVED
PTX783216,CARD009209,C006312,2024-07-01 09:35:47,PURCHASE,City Mall Store,918.604,EUR,Retail,APPROVED
PTX754296,CARD008865,C006083,2024-07-01 10:26:53,PURCHASE,Almonds Coffee House,1314.735,JOD,Restaurants,APPROVED
PTX099900,CARD001283,C000895,2024-07-01 11:46:17,PURCHASE,Buffalo Wings,572.572,JOD,Restaurants,APPROVED
PTX383519,CARD004464,C003103,2024-07-01 11:56:22,PURCHASE,American Eagle,839.516,JOD,Clothing,APPROVED
PTX853764,CARD010043,C006876,2024-07-01 13:15:07,PURCHASE,Royal Jordanian,986.463,JOD,Travel,APPROVED
PTX725582,CARD008582,C005882,2024-07-01 17:41:19,PURCHASE,Google Services,2011.025,JOD,Online Services,APPROVED
PTX682409,CARD008050,C005511,2024-07-01 20:08:40,PURCHASE,Spotify,1235.168,JOD,Subscriptions,APPROVED
PTX368469,CARD004270,C002967,2024-07-01 20:24:17,PURCHASE,MedLabs,496.311,JOD,Healthcare,APPROVED
PTX1184202,CARD013752,C009451,2024-07-01 21:54:37,PURCHASE,Google Services,2928.652,JOD,Online Services,APPROVED
PTX658089,CARD007783,C005350,2024-07-02 01:15:57,PURCHASE,Umniah,287.659,JOD,Telecom,APPROVED
PTX329277,CARD003815,C002650,2024-07-02 01:17:18,PURCHASE,Shawerma Reem,41.610,JOD,Restaurants,APPROVED
PTX557149,CARD006588,C004548,2024-07-02 03:03:12,PURCHASE,Spotify,102.151,JOD,Subscriptions,APPROVED
PTX244774,CARD002946,C002048,2024-07-02 04:10:53,PURCHASE,Amman Rotana,307.579,JOD,Hotels,APPROVED
PTX729928,CARD008622,C005907,2024-07-02 04:48:32,PURCHASE,Buffalo Wings,2486.416,JOD,Restaurants,APPROVED
PTX406899,CARD004783,C003308,2024-07-02 04:55:17,PURCHASE,Orange,130.335,JOD,Telecom,APPROVED
PTX1193292,CARD013861,C009528,2024-07-02 05:18:31,PURCHASE,Prime Cinemas,53.859,JOD,Entertainment,APPROVED
PTX165506,CARD002094,C001455,2024-07-02 05:30:53,PURCHASE,Google Services,167.145,JOD,Online Services,APPROVED
PTX367189,CARD004263,C002961,2024-07-02 05:51:21,PURCHASE,H&M,2438.558,JOD,Clothing,APPROVED
PTX330568,CARD003823,C002655,2024-07-02 08:24:26,PURCHASE,iSystem,1026.964,JOD,Electronics,APPROVED
PTX766242,CARD009030,C006193,2024-07-02 08:36:47,PURCHASE,Pharmacy One,399.524,JOD,Healthcare,APPROVED
PTX1120909,CARD013073,C008998,2024-07-02 09:38:47,PURCHASE,Zara,136.614,JOD,Clothing,APPROVED
PTX906369,CARD010649,C007297,2024-07-02 09:58:42,PURCHASE,Prime Cinemas,24.944,JOD,Entertainment,APPROVED
PTX383527,CARD004464,C003103,2024-07-02 11:49:47,PURCHASE,H&M,94.891,JOD,Clothing,APPROVED
PTX685376,CARD008077,C005529,2024-07-02 12:32:22,PURCHASE,iSystem,245.723,JOD,Electronics,APPROVED
PTX392665,CARD004600,C003187,2024-07-02 12:46:42,PURCHASE,Amazon Web Services,387.765,JOD,Online Services,APPROVED
PTX1218586,CARD014162,C009738,2024-07-02 13:14:44,PURCHASE,DNA,285.328,JOD,Retail,APPROVED
PTX689968,CARD008137,C005572,2024-07-02 13:36:41,PURCHASE,University Bookshop,19.635,JOD,Education,APPROVED
PTX1184204,CARD013752,C009451,2024-07-02 13:52:38,PURCHASE,American Eagle,1058.164,JOD,Clothing,APPROVED
PTX368468,CARD004270,C002967,2024-07-02 14:19:57,PURCHASE,YouTube Premium,91.207,JOD,Subscriptions,APPROVED
PTX562209,CARD006655,C004595,2024-07-02 14:27:51,PURCHASE,Orange,810.887,EUR,Telecom,APPROVED
PTX715676,CARD008481,C005812,2024-07-02 14:55:52,PURCHASE,Biolab,947.101,JOD,Healthcare,APPROVED
PTX368464,CARD004270,C002967,2024-07-02 16:41:44,PURCHASE,PlayStation Network,301.852,JOD,Entertainment,APPROVED
