processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX997676,CARD011644,C007991,2024-08-01 01:03:40,PURCHASE,Shawerma Reem,36.219,JOD,Restaurants,APPROVED
PTX198228,CARD002431,C001682,2024-08-01 02:15:43,PURCHASE,iSystem,2028.069,JOD,Electronics,APPROVED
PTX1120913,CARD013073,C008998,2024-08-01 02:34:00,PURCHASE,H&M,200.874,JOD,Clothing,APPROVED
PTX794137,CARD009327,C006386,2024-08-01 02:51:31,PURCHASE,Amman Rotana,1002.030,USD,Hotels,APPROVED
PTX040288,CARD000541,C000378,2024-08-01 05:24:29,PURCHASE,Biolab,1123.477,JOD,Healthcare,APPROVED
PTX155188,CARD001991,C001390,2024-08-01 05:29:26,PURCHASE,Buffalo Wings,46.773,JOD,Restaurants,APPROVED
PTX080041,CARD001003,C000698,2024-08-01 07:35:06,PURCHASE,Spotify,314.074,JOD,Subscriptions,APPROVED
PTX330579,CARD003823,C002655,2024-08-01 10:44:15,PURCHASE,Marriott,202.722,JOD,Hotels,APPROVED
PTX343978,CARD004011,C002786,2024-08-01 12:24:00,PURCHASE,PlayStation Network,622.577,JOD,Entertainment,APPROVED
PTX503574,CARD005934,C004087,2024-08-01 12:42:13,PURCHASE,Orange,127.314,JOD,Telecom,APPROVED
PTX244780,CARD002946,C002048,2024-08-01 12:43:21,PURCHASE,Umniah,15.282,JOD,Telecom,APPROVED
PTX383534,CARD004464,C003103,2024-08-01 12:56:18,PURCHASE,Wizz Air,224.199,JOD,Travel,APPROVED
PTX766251,CARD009030,C006193,2024-08-01 13:12:05,PURCHASE,iSystem,771.737,JOD,Electronics,APPROVED
PTX080039,CARD001003,C000698,2024-08-01 13:48:10,PURCHASE,PlayStation Network,275.067,JOD,Entertainment,APPROVED
PTX1243253,CARD014465,C009936,2024-08-01 14:17:21,PURCHASE,Le Royal,2021.430,JOD,Hotels,APPROVED
PTX377153,CARD004391,C003051,2024-08-01 14:17:54,PURCHASE,Microsoft 365,3668.543,JOD,Subscriptions,APPROVED
PTX106158,CARD001367,C000953,2024-08-01 14:50:41,PURCHASE,Marriott,663.679,JOD,Hotels,APPROVED
PTX343331,CARD004003,C002781,2024-08-01 16:51:31,PURCHASE,iSystem,677.969,JOD,Electronics,APPROVED
PTX392674,CARD004600,C003187,2024-08-01 18:36:14,PURCHASE,Biolab,1457.735,JOD,Healthcare,APPROVED
PTX368477,CARD004270,C002967,2024-08-01 19:11:03,PURCHASE,Leaders Center,399.806,JOD,Electronics,APPROVED
PTX1243252,CARD014465,C009936,2024-08-01 19:11:27,PURCHASE,Coursera,1034.798,JOD,Education,APPROVED
PTX618778,CARD007273,C005003,2024-08-01 21:05:21,PURCHASE,YouTube Premium,334.199,JOD,Subscriptions,APPROVED
PTX822921,CARD009696,C006637,2024-08-01 22:12:28,PURCHASE,Biolab,822.455,JOD,Healthcare,APPROVED
PTX315517,CARD003683,C002559,2024-08-01 23:52:13,PURCHASE,Almonds Coffee House,54.231,JOD,Restaurants,APPROVED
PTX1243249,CARD014465,C009936,2024-08-02 01:38:49,PURCHASE,Google Services,1568.362,JOD,Online Services,APPROVED
PTX741516,CARD008743,C005997,2024-08-02 01:41:10,PURCHASE,SmartBuy,16.692,JOD,Retail,APPROVED
PTX484807,CARD005691,C003925,2024-08-02 01:58:49,PURCHASE,Shawerma Reem,367.517,JOD,Restaurants,APPROVED
PTX1084191,CARD012710,C008752,2024-08-02 02:13:30,PURCHASE,Safeway,38.537,JOD,Groceries,APPROVED
PTX369512,CARD004284,C002976,2024-08-02 02:21:03,PURCHASE,Booking.com,524.095,JOD,Travel,APPROVED
PTX510251,CARD006036,C004162,2024-08-02 02:55:06,PURCHASE,Pharmacy One,282.054,JOD,Healthcare,APPROVED
PTX343329,CARD004003,C002781,2024-08-02 03:08:09,PURCHASE,MedLabs,541.474,JOD,Healthcare,APPROVED
PTX198226,CARD002431,C001682,2024-08-02 03:46:01,PURCHASE,Amman Rotana,428.406,JOD,Hotels,APPROVED
