processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX707338,CARD008380,C005742,2025-09-01 00:10:06,PURCHASE,OpenAI,45.851,USD,Online Services,APPROVED
PTX485354,CARD005698,C003929,2025-09-01 00:14:27,PURCHASE,University Bookshop,480.559,JOD,Education,APPROVED
PTX813481,CARD009561,C006546,2025-09-01 00:28:24,PURCHASE,Le Royal,5301.772,JOD,Hotels,APPROVED
PTX423968,CARD005030,C003477,2025-09-01 00:31:21,PURCHASE,Buffalo Wings,7186.953,JOD,Restaurants,APPROVED
PTX1085844,CARD012729,C008764,2025-09-01 00:35:16,PURCHASE,Shawerma Reem,1502.917,JOD,Restaurants,APPROVED
PTX179611,CARD002266,C001570,2025-09-01 00:41:07,PURCHASE,SmartBuy,244.048,JOD,Retail,APPROVED
PTX479309,CARD005642,C003893,2025-09-01 00:42:22,PURCHASE,Le Royal,54.848,JOD,Hotels,APPROVED
PTX177814,CARD002249,C001558,2025-09-01 00:43:32,PURCHASE,Zain,479.065,JOD,Telecom,APPROVED
PTX091700,CARD001175,C000819,2025-09-01 00:50:11,PURCHASE,Prime Cinemas,178.122,USD,Entertainment,APPROVED
PTX1068255,CARD012522,C008617,2025-09-01 00:59:49,PURCHASE,Amman Rotana,2738.555,JOD,Hotels,APPROVED
PTX491994,CARD005770,C003977,2025-09-01 01:44:54,PURCHASE,Hypermax,527.843,JOD,Groceries,APPROVED
PTX385867,CARD004504,C003126,2025-09-01 01:47:44,PURCHASE,Shawerma Reem,44.490,JOD,Restaurants,APPROVED
PTX478847,CARD005639,C003892,2025-09-01 02:05:17,PURCHASE,Hypermax,281.929,USD,Groceries,APPROVED
PTX917696,CARD010771,C007382,2025-09-01 02:06:23,PURCHASE,Zain,11.017,JOD,Telecom,APPROVED
PTX177813,CARD002249,C001558,2025-09-01 02:28:23,PURCHASE,H&M,75.517,JOD,Clothing,APPROVED
PTX662201,CARD007822,C005370,2025-09-01 02:38:15,PURCHASE,TotalEnergies,431.182,JOD,Fuel,APPROVED
PTX949742,CARD011111,C007626,2025-09-01 02:46:52,PURCHASE,University Bookshop,2519.794,JOD,Education,APPROVED
PTX1127244,CARD013139,C009044,2025-09-01 02:50:50,PURCHASE,Manaseer,923.696,JOD,Fuel,APPROVED
PTX895137,CARD010502,C007195,2025-09-01 02:53:35,PURCHASE,Manaseer,73.805,JOD,Fuel,APPROVED
PTX525767,CARD006203,C004282,2025-09-01 02:59:30,PURCHASE,Google Services,2596.155,JOD,Online Services,APPROVED
PTX1243368,CARD014465,C009936,2025-09-01 03:03:01,PURCHASE,City Mall Store,1956.006,JOD,Retail,APPROVED
PTX823575,CARD009706,C006643,2025-09-01 03:21:37,PURCHASE,Netflix,1841.471,EUR,Entertainment,APPROVED
PTX650749,CARD007689,C005289,2025-09-01 03:43:55,PURCHASE,Zara,89.265,JOD,Clothing,APPROVED
PTX651834,CARD007698,C005293,2025-09-01 03:48:40,PURCHASE,JoPetrol,311.091,JOD,Fuel,APPROVED
PTX485360,CARD005698,C003929,2025-09-01 03:52:32,PURCHASE,Amman Rotana,556.468,JOD,Hotels,APPROVED
PTX233511,CARD002816,C001958,2025-09-01 03:54:40,PURCHASE,Safeway,547.249,JOD,Groceries,APPROVED
PTX298116,CARD003509,C002439,2025-09-01 03:59:29,PURCHASE,Microsoft 365,5091.672,JOD,Subscriptions,APPROVED
PTX283107,CARD003349,C002325,2025-09-01 04:01:01,PURCHASE,JoPetrol,1996.430,JOD,Fuel,APPROVED
PTX316468,CARD003691,C002563,2025-09-01 04:40:55,PURCHASE,Manaseer,437.180,JOD,Fuel,APPROVED
PTX147497,CARD001905,C001334,2025-09-01 04:45:49,PURCHASE,American Eagle,127.673,JOD,Clothing,APPROVED
PTX334516,CARD003864,C002683,2025-09-01 05:06:56,PURCHASE,PlayStation Network,91.602,JOD,Entertainment,APPROVED
PTX903904,CARD010610,C007271,2025-09-01 05:33:59,PURCHASE,PlayStation Network,780.218,JOD,Entertainment,APPROVED
PTX430134,CARD005080,C003512,2025-09-01 05:47:59,PURCHASE,Cozmo,22.052,USD,Groceries,APPROVED
