processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX997633,CARD011644,C007991,2024-03-01 02:24:07,PURCHASE,iSystem,230.586,JOD,Electronics,APPROVED
PTX288390,CARD003419,C002382,2024-03-01 02:47:29,PURCHASE,OpenAI,142.419,JOD,Online Services,APPROVED
PTX717533,CARD008497,C005823,2024-03-01 03:57:27,PURCHASE,Coursera,27.427,JOD,Education,APPROVED
PTX017154,CARD000228,C000158,2024-03-01 06:21:14,PURCHASE,Zain,1813.312,JOD,Telecom,APPROVED
PTX927260,CARD010870,C007456,2024-03-01 07:08:08,PURCHASE,PlayStation Network,8158.159,USD,Entertainment,APPROVED
PTX165478,CARD002094,C001455,2024-03-01 07:24:10,PURCHASE,Le Royal,318.439,JOD,Hotels,APPROVED
PTX383487,CARD004464,C003103,2024-03-01 09:40:27,PURCHASE,Buffalo Wings,336.365,JOD,Restaurants,APPROVED
PTX1009109,CARD011782,C008095,2024-03-01 12:35:59,PURCHASE,Buffalo Wings,131.407,USD,Restaurants,APPROVED
PTX488168,CARD005724,C003944,2024-03-01 13:34:51,PURCHASE,Amman Rotana,257.815,JOD,Hotels,APPROVED
PTX367163,CARD004263,C002961,2024-03-01 15:45:30,PURCHASE,Wizz Air,1570.008,JOD,Travel,APPROVED
PTX532265,CARD006299,C004344,2024-03-01 16:19:28,PURCHASE,Microsoft 365,861.658,JOD,Subscriptions,APPROVED
PTX1248552,CARD014542,C009992,2024-03-01 19:16:46,PURCHASE,Manaseer,203.871,JOD,Fuel,APPROVED
PTX580303,CARD006876,C004739,2024-03-01 20:30:30,PURCHASE,Biolab,387.472,JOD,Healthcare,APPROVED
PTX390776,CARD004570,C003169,2024-03-01 21:10:22,PURCHASE,American Eagle,494.380,JOD,Clothing,APPROVED
PTX488169,CARD005724,C003944,2024-03-01 21:28:33,PURCHASE,Pharmacy One,227.686,JOD,Healthcare,APPROVED
PTX1148132,CARD013366,C009194,2024-03-02 01:12:20,PURCHASE,Zain,2005.682,USD,Telecom,APPROVED
PTX882930,CARD010391,C007121,2024-03-02 01:27:45,PURCHASE,TotalEnergies,1676.033,USD,Fuel,APPROVED
PTX636866,CARD007512,C005169,2024-03-02 02:26:35,PURCHASE,iSystem,7533.474,USD,Electronics,APPROVED
PTX1216318,CARD014123,C009712,2024-03-02 02:55:22,PURCHASE,iSystem,363.867,JOD,Electronics,APPROVED
PTX165473,CARD002094,C001455,2024-03-02 03:32:40,PURCHASE,Cozmo,87.737,JOD,Groceries,APPROVED
PTX1154948,CARD013447,C009249,2024-03-02 04:45:44,PURCHASE,Leaders Center,3981.662,JOD,Electronics,APPROVED
PTX1061571,CARD012446,C008572,2024-03-02 04:47:46,PURCHASE,Cozmo,157.628,JOD,Groceries,APPROVED
PTX725535,CARD008582,C005882,2024-03-02 06:03:27,PURCHASE,Udemy,1861.669,JOD,Education,APPROVED
PTX396005,CARD004637,C003213,2024-03-02 09:17:00,PURCHASE,Almonds Coffee House,907.726,JOD,Restaurants,APPROVED
PTX567162,CARD006726,C004641,2024-03-02 09:17:12,PURCHASE,Royal Jordanian,303.138,USD,Travel,APPROVED
PTX449149,CARD005303,C003666,2024-03-02 11:22:06,PURCHASE,Zara,1293.335,JOD,Clothing,APPROVED
PTX948730,CARD011103,C007621,2024-03-02 12:02:05,PURCHASE,DNA,697.937,EUR,Retail,APPROVED
PTX136165,CARD001738,C001206,2024-03-02 12:05:55,PURCHASE,iSystem,135.889,EUR,Electronics,APPROVED
PTX136167,CARD001738,C001206,2024-03-02 12:36:38,PURCHASE,Shawerma Reem,170.672,EUR,Restaurants,APPROVED
