processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX139720,CARD001803,C001258,2025-08-01 00:42:35,PURCHASE,Buffalo Wings,656.760,JOD,Restaurants,APPROVED
PTX584080,CARD006930,C004774,2025-08-01 00:42:41,PURCHASE,MedLabs,4101.061,JOD,Healthcare,APPROVED
PTX282543,CARD003340,C002320,2025-08-01 00:48:41,PURCHASE,Shawerma Reem,367.303,USD,Restaurants,APPROVED
PTX459655,CARD005442,C003764,2025-08-01 01:25:06,PURCHASE,iSystem,332.753,JOD,Electronics,APPROVED
PTX837578,CARD009855,C006746,2025-08-01 01:39:41,PURCHASE,PlayStation Network,206.787,JOD,Entertainment,APPROVED
PTX478837,CARD005639,C003892,2025-08-01 01:47:18,PURCHASE,Biolab,300.843,USD,Healthcare,APPROVED
PTX561519,CARD006643,C004586,2025-08-01 01:49:28,PURCHASE,Biolab,1841.343,USD,Healthcare,APPROVED
PTX717700,CARD008497,C005823,2025-08-01 02:04:42,PURCHASE,JoPetrol,51.450,JOD,Fuel,APPROVED
PTX344089,CARD004011,C002786,2025-08-01 02:07:49,PURCHASE,Almonds Coffee House,773.414,JOD,Restaurants,APPROVED
PTX690071,CARD008137,C005572,2025-08-01 02:24:03,PURCHASE,YouTube Premium,306.421,JOD,Subscriptions,APPROVED
PTX407015,CARD004783,C003308,2025-08-01 02:55:00,PURCHASE,Marriott,26.140,JOD,Hotels,APPROVED
PTX764520,CARD008997,C006173,2025-08-01 03:36:03,PURCHASE,Udemy,101.243,USD,Education,APPROVED
PTX546163,CARD006471,C004468,2025-08-01 03:49:28,PURCHASE,OpenAI,271.427,JOD,Online Services,APPROVED
PTX423956,CARD005030,C003477,2025-08-01 04:17:20,PURCHASE,Booking.com,7846.170,JOD,Travel,APPROVED
PTX330707,CARD003823,C002655,2025-08-01 04:29:40,PURCHASE,Umniah,787.989,JOD,Telecom,APPROVED
PTX179592,CARD002266,C001570,2025-08-01 05:12:44,PURCHASE,Wizz Air,301.789,JOD,Travel,APPROVED
PTX981603,CARD011486,C007885,2025-08-01 05:14:12,PURCHASE,Booking.com,2922.127,JOD,Travel,APPROVED
PTX694949,CARD008227,C005633,2025-08-01 05:18:18,PURCHASE,Coursera,721.391,USD,Education,APPROVED
PTX906465,CARD010649,C007297,2025-08-01 05:28:51,PURCHASE,Almonds Coffee House,86.328,JOD,Restaurants,APPROVED
PTX621410,CARD007309,C005024,2025-08-01 05:39:05,PURCHASE,Cozmo,42.005,JOD,Groceries,APPROVED
PTX837579,CARD009855,C006746,2025-08-01 05:39:15,PURCHASE,Hypermax,308.109,JOD,Groceries,APPROVED
PTX234309,CARD002828,C001966,2025-08-01 06:15:33,PURCHASE,SmartBuy,2622.084,JOD,Electronics,APPROVED
PTX461606,CARD005459,C003775,2025-08-01 06:18:54,PURCHASE,Udemy,883.199,JOD,Education,APPROVED
PTX730044,CARD008622,C005907,2025-08-01 06:24:50,PURCHASE,PlayStation Network,1453.594,JOD,Entertainment,APPROVED
PTX970492,CARD011357,C007790,2025-08-01 06:45:55,PURCHASE,Leaders Center,1042.886,EUR,Electronics,APPROVED
PTX559419,CARD006617,C004569,2025-08-01 06:54:08,PURCHASE,Le Royal,214.425,JOD,Hotels,APPROVED
PTX080613,CARD001010,C000703,2025-08-01 06:55:43,PURCHASE,SmartBuy,5362.853,JOD,Electronics,APPROVED
PTX514136,CARD006071,C004186,2025-08-01 07:06:17,PURCHASE,Royal Jordanian,347.470,EUR,Travel,APPROVED
PTX451026,CARD005324,C003679,2025-08-01 07:11:01,PURCHASE,Almonds Coffee House,351.433,JOD,Restaurants,APPROVED
PTX210174,CARD002558,C001769,2025-08-01 07:13:42,PURCHASE,DNA,7340.155,JOD,Retail,APPROVED
PTX1199199,CARD013913,C009565,2025-08-01 07:27:18,PURCHASE,Shawerma Reem,127.374,JOD,Restaurants,APPROVED
PTX1243358,CARD014465,C009936,2025-08-01 07:30:31,PURCHASE,Marriott,867.817,JOD,Hotels,APPROVED
PTX1197786,CARD013887,C009545,2025-08-01 07:34:41,PURCHASE,Prime Cinemas,1166.994,USD,Entertainment,APPROVED
PTX368836,CARD004273,C002969,2025-08-01 07:36:46,PURCHASE,Hypermax,279.464,JOD,Groceries,APPROVED
PTX621404,CARD007309,C005024,2025-08-01 07:41:46,PURCHASE,SmartBuy,571.377,JOD,Electronics,APPROVED
PTX864970,CARD010183,C006975,2025-08-01 07:50:54,PURCHASE,Biolab,789.413,JOD,Healthcare,APPROVED
PTX1121036,CARD013073,C008998,2025-08-01 07:52:48,PURCHASE,DNA,42.315,JOD,Retail,APPROVED
PTX648649,CARD007660,C005265,2025-08-01 08:07:37,PURCHASE,Buffalo Wings,267.596,JOD,Restaurants,APPROVED
PTX1058258,CARD012415,C008552,2025-08-01 09:30:42,PURCHASE,City Mall Store,125.920,JOD,Retail,APPROVED
PTX128574,CARD001674,C001168,2025-08-01 09:35:17,PURCHASE,Wizz Air,62.177,JOD,Travel,APPROVED
PTX423358,CARD005018,C003469,2025-08-01 09:45:36,PURCHASE,Leaders Center,999.776,USD,Electronics,APPROVED
PTX960319,CARD011232,C007709,2025-08-01 10:13:55,PURCHASE,Wizz Air,76.982,JOD,Travel,APPROVED
PTX955166,CARD011180,C007674,2025-08-01 10:23:52,PURCHASE,Manaseer,416.248,JOD,Fuel,APPROVED
PTX754420,CARD008865,C006083,2025-08-01 10:28:33,PURCHASE,Wizz Air,583.373,JOD,Travel,APPROVED
PTX657243,CARD007768,C005341,2025-08-01 10:55:57,PURCHASE,Cozmo,773.028,JOD,Groceries,APPROVED
PTX639943,CARD007561,C005197,2025-08-01 11:04:17,PURCHASE,Zain,1495.879,USD,Telecom,APPROVED
PTX567322,CARD006726,C004641,2025-08-01 11:14:37,PURCHASE,Almonds Coffee House,2369.757,USD,Restaurants,APPROVED
PTX1087007,CARD012737,C008772,2025-08-01 11:51:29,PURCHASE,Marriott,5449.008,JOD,Hotels,APPROVED
PTX612110,CARD007203,C004951,2025-08-01 11:59:19,PURCHASE,Buffalo Wings,142.807,USD,Restaurants,APPROVED
PTX787074,CARD009246,C006334,2025-08-01 12:01:33,PURCHASE,Microsoft 365,1630.047,USD,Subscriptions,APPROVED
PTX651826,CARD007698,C005293,2025-08-01 12:21:17,PURCHASE,University Bookshop,2338.815,JOD,Education,APPROVED
PTX327554,CARD003803,C002642,2025-08-01 12:28:02,PURCHASE,Orange,466.573,EUR,Telecom,APPROVED
PTX106278,CARD001367,C000953,2025-08-01 12:40:32,PURCHASE,DNA,1335.202,JOD,Retail,APPROVED
PTX1004038,CARD011720,C008048,2025-08-01 13:26:21,PURCHASE,Udemy,166.613,JOD,Education,APPROVED
