processor_transaction_id,card_id,customer_id,transaction_timestamp,transaction_type,merchant_name,amount,currency,merchant_category,auth_status
PTX381788,CARD004447,C003091,2026-02-01 00:09:39,PURCHASE,American Eagle,1363.820,JOD,Clothing,APPROVED
PTX958248,CARD011208,C007694,2026-02-01 00:15:22,PURCHASE,Pharmacy One,277.582,JOD,Healthcare,APPROVED
PTX479347,CARD005642,C003893,2026-02-01 00:24:44,PURCHASE,TotalEnergies,120.274,JOD,Fuel,APPROVED
PTX1243408,CARD014465,C009936,2026-02-01 00:26:57,PURCHASE,MedLabs,1827.751,JOD,Healthcare,APPROVED
PTX189503,CARD002351,C001629,2026-02-01 00:28:13,PURCHASE,JoPetrol,95.011,JOD,Fuel,APPROVED
PTX1149519,CARD013375,C009201,2026-02-01 00:28:55,PURCHASE,Leaders Center,232.173,JOD,Electronics,APPROVED
PTX893192,CARD010486,C007183,2026-02-01 00:56:57,PURCHASE,Amazon Web Services,1742.406,JOD,Online Services,APPROVED
PTX1099993,CARD012872,C008862,2026-02-01 01:31:04,PURCHASE,Umniah,566.191,USD,Telecom,APPROVED
PTX940069,CARD011017,C007559,2026-02-01 01:33:26,PURCHASE,Biolab,1085.465,JOD,Healthcare,APPROVED
PTX627899,CARD007384,C005079,2026-02-01 01:35:42,PURCHASE,PlayStation Network,2823.072,JOD,Entertainment,APPROVED
PTX1052268,CARD012339,C008494,2026-02-01 01:39:48,PURCHASE,University Bookshop,6716.194,USD,Education,APPROVED
PTX957439,CARD011198,C007687,2026-02-01 01:43:53,PURCHASE,Royal Jordanian,621.612,JOD,Travel,APPROVED
PTX1084678,CARD012719,C008758,2026-02-01 01:50:42,PURCHASE,Buffalo Wings,367.039,USD,Restaurants,APPROVED
PTX506636,CARD005982,C004120,2026-02-01 01:54:56,PURCHASE,Booking.com,1041.501,JOD,Travel,APPROVED
PTX1073344,CARD012585,C008667,2026-02-01 02:06:50,PURCHASE,Orange,94.620,JOD,Telecom,APPROVED
PTX011747,CARD000168,C000121,2026-02-01 02:18:32,PURCHASE,Wizz Air,16.482,JOD,Travel,APPROVED
PTX1249515,CARD000168,C000121,2026-02-01 02:23:32,PURCHASE,Wizz Air,598.516,JOD,Travel,REVERSED
PTX754457,CARD008865,C006083,2026-02-01 02:33:18,PURCHASE,University Bookshop,26.210,JOD,Education,APPROVED
PTX984048,CARD011500,C007897,2026-02-01 02:38:29,PURCHASE,Amman Rotana,2705.238,JOD,Hotels,APPROVED
PTX233551,CARD002816,C001958,2026-02-01 02:55:02,PURCHASE,American Eagle,238.145,JOD,Clothing,APPROVED
PTX273731,CARD003251,C002258,2026-02-01 02:55:46,PURCHASE,SmartBuy,2001.232,JOD,Electronics,APPROVED
PTX905927,CARD010641,C007291,2026-02-01 03:01:52,PURCHASE,MedLabs,39.469,JOD,Healthcare,APPROVED
PTX1072846,CARD012578,C008660,2026-02-01 03:04:50,PURCHASE,Pharmacy One,52.418,JOD,Healthcare,APPROVED
PTX008554,CARD000126,C000092,2026-02-01 03:10:26,PURCHASE,DNA,628.818,JOD,Retail,APPROVED
PTX181379,CARD002279,C001579,2026-02-01 03:13:35,PURCHASE,Umniah,258.450,JOD,Telecom,APPROVED
PTX1087054,CARD012737,C008772,2026-02-01 03:23:26,PURCHASE,Udemy,5786.308,JOD,Education,APPROVED
PTX543799,CARD006438,C004440,2026-02-01 03:38:11,PURCHASE,Udemy,43.896,USD,Education,APPROVED
PTX559467,CARD006617,C004569,2026-02-01 03:42:39,PURCHASE,Google Services,3402.300,JOD,Online Services,APPROVED
PTX584677,CARD006933,C004775,2026-02-01 03:44:33,PURCHASE,Le Royal,923.128,EUR,Hotels,APPROVED
PTX813529,CARD009561,C006546,2026-02-01 03:55:18,PURCHASE,Amman Rotana,1850.479,JOD,Hotels,APPROVED
PTX1203988,CARD013992,C009618,2026-02-01 03:58:49,PURCHASE,Booking.com,248.751,JOD,Travel,APPROVED
PTX1028354,CARD012019,C008268,2026-02-01 04:00:50,PURCHASE,Microsoft 365,466.551,JOD,Subscriptions,APPROVED
PTX713882,CARD008461,C005798,2026-02-01 04:02:40,PURCHASE,Buffalo Wings,228.942,JOD,Restaurants,APPROVED
PTX562370,CARD006655,C004595,2026-02-01 04:06:28,PURCHASE,iSystem,20.456,EUR,Electronics,APPROVED
PTX690118,CARD008137,C005572,2026-02-01 04:12:28,PURCHASE,SmartBuy,587.943,JOD,Retail,APPROVED
PTX337351,CARD003911,C002715,2026-02-01 04:12:53,PURCHASE,Pharmacy One,990.955,USD,Healthcare,APPROVED
PTX1149401,CARD013372,C009198,2026-02-01 04:29:09,PURCHASE,JoPetrol,89.554,USD,Fuel,APPROVED
PTX1065702,CARD012485,C008596,2026-02-01 04:38:33,PURCHASE,YouTube Premium,141.523,JOD,Subscriptions,APPROVED
PTX267768,CARD003173,C002210,2026-02-01 04:44:25,PURCHASE,DNA,4060.917,JOD,Retail,APPROVED
PTX311969,CARD003637,C002529,2026-02-01 04:49:58,PURCHASE,Shawerma Reem,674.254,USD,Restaurants,APPROVED
PTX824916,CARD009731,C006658,2026-02-01 05:11:49,PURCHASE,University Bookshop,1092.452,JOD,Education,APPROVED
PTX795595,CARD009350,C006403,2026-02-01 05:15:43,PURCHASE,Google Services,2782.455,JOD,Online Services,APPROVED
PTX475582,CARD005614,C003874,2026-02-01 05:20:14,PURCHASE,Manaseer,1519.121,USD,Fuel,APPROVED
PTX1034999,CARD012125,C008342,2026-02-01 05:21:42,PURCHASE,H&M,393.009,JOD,Clothing,APPROVED
PTX289990,CARD003435,C002393,2026-02-01 05:25:43,PURCHASE,iSystem,256.068,JOD,Electronics,APPROVED
PTX116453,CARD001522,C001067,2026-02-01 05:29:16,PURCHASE,Coursera,349.945,JOD,Education,APPROVED
PTX569838,CARD006764,C004662,2026-02-01 05:30:04,PURCHASE,Microsoft 365,135.054,JOD,Subscriptions,APPROVED
PTX1058312,CARD012415,C008552,2026-02-01 05:37:09,PURCHASE,Zain,193.705,JOD,Telecom,APPROVED
PTX008549,CARD000126,C000092,2026-02-01 05:45:06,PURCHASE,Amman Rotana,23.110,JOD,Hotels,APPROVED
PTX1031094,CARD012057,C008298,2026-02-01 05:51:42,PURCHASE,City Mall Store,252.134,EUR,Retail,APPROVED
PTX139309,CARD001796,C001251,2026-02-01 05:51:43,PURCHASE,Amman Rotana,407.254,JOD,Hotels,APPROVED
PTX1216792,CARD014126,C009714,2026-02-01 05:59:23,PURCHASE,TotalEnergies,2492.476,JOD,Fuel,APPROVED
PTX773617,CARD009106,C006245,2026-02-01 06:02:05,PURCHASE,Shawerma Reem,1462.380,USD,Restaurants,APPROVED
PTX1212735,CARD014088,C009687,2026-02-01 06:07:27,PURCHASE,Wizz Air,239.518,JOD,Travel,APPROVED
